,Churn,Tenure,MonthlyCharge
2407,No,17.76511,162.4818
2408,No,19.14395,112.4844
2409,Yes,15.41637,187.6094
2410,Yes,3.978662,257.6513
2411,No,6.452058,159.9794
2412,No,10.55177,152.5022
2413,No,13.87203,159.9656
2414,Yes,15.98627,230.1051
2415,No,8.440774,114.9838
2416,Yes,5.706255,127.4887
2417,Yes,11.63009,275.1198
2418,Yes,6.364903,184.9634
2419,No,9.119628,152.4884
2420,No,10.55912,127.482
2421,Yes,11.11794,194.9581
2422,Yes,2.96972,164.967
2423,No,6.617173,159.983
2424,Yes,3.664542,127.4421
2425,Yes,14.10183,237.6549
2426,No,13.20294,112.4551
2427,No,13.12966,152.4555
2428,No,15.07394,220.1149
2429,Yes,20.5514,179.9476
2430,Yes,1.704751,172.4567
2431,No,11.13625,139.9875
2432,No,5.802984,159.9794
2433,Yes,7.948145,164.9647
2434,No,12.0068,157.4836
2435,Yes,20.22191,200.1185
2436,Yes,1.932155,182.4538
2437,Yes,19.93923,242.6573
2438,Yes,5.620998,139.965
2439,Yes,6.446079,169.9447
2440,No,7.633753,184.9785
2441,Yes,6.582225,149.9776
2442,Yes,2.420905,222.6281
2443,Yes,2.608423,222.6326
2444,Yes,9.248419,242.6106
2445,No,1.652127,179.9476
2446,Yes,2.077466,235.1372
2447,Yes,19.06753,262.6106
2448,No,2.12851,117.4872
2449,No,13.46686,204.9797
2450,No,1.805094,92.5018
2451,Yes,5.886238,212.6695
2452,Yes,4.336113,139.9349
2453,No,5.395611,230.1051
2454,Yes,2.930277,242.6143
2455,No,5.23657,162.497
2456,Yes,1.293544,129.9483
2457,Yes,1.76478,139.965
2458,Yes,15.4459,182.4433
2459,No,16.56317,127.4601
2460,Yes,8.939477,154.9755
2461,No,5.9717,152.4579
2462,No,26.15019,134.9509
2463,No,17.84058,140.0013
2464,No,11.49687,112.4844
2465,Yes,3.761061,197.4702
2466,No,16.39747,129.9621
2467,No,11.61284,197.4702
2468,Yes,19.12428,187.6094
2469,Yes,13.85176,192.4404
2470,No,18.8572,137.4684
2471,No,10.08697,139.9512
2472,Yes,1.895979,152.5022
2473,Yes,2.446064,194.9525
2474,Yes,2.464275,174.9768
2475,Yes,14.80349,192.4705
2476,Yes,8.040278,182.49
2477,No,6.453124,149.9621
2478,Yes,20.13722,217.484
2479,Yes,4.355677,242.6281
2480,Yes,16.04377,132.466
2481,No,7.42363,147.4713
2482,No,20.87424,117.4392
2483,No,14.44636,202.4433
2484,No,9.000396,140.0013
2485,No,7.194779,162.4676
2486,Yes,2.919931,142.4713
2487,Yes,12.86551,255.1198
2488,No,18.8098,275.1336
2489,Yes,15.92001,200.1185
2490,Yes,4.85088,200.1652
2491,Yes,4.847411,147.4738
2492,Yes,2.758575,232.6415
2493,No,6.116652,127.4601
2494,Yes,1.757261,194.9581
2495,Yes,16.87028,210.1051
2496,No,16.66123,179.9476
2497,No,12.61471,154.9755
2498,No,5.714937,182.447
2499,Yes,2.301772,222.6281
2500,No,3.627104,137.4686
2501,No,12.00909,152.5104
2502,No,24.14282,162.4713
2503,No,19.14656,169.9447
2504,No,22.14611,162.4713
2505,No,5.585004,162.4827
2506,No,8.940085,182.4676
2507,No,17.82124,119.9568
2508,No,27.4563,162.447
2509,No,8.522053,182.4833
2510,No,8.386909,147.4601
2511,Yes,10.52249,159.9349
2512,Yes,9.836216,164.967
2513,Yes,10.85169,194.9663
2514,Yes,8.973181,240.1149
2515,No,14.04801,160.0013
2516,Yes,14.17599,242.6326
2517,Yes,8.619877,200.1323
2518,Yes,17.91527,149.9447
2519,No,8.113307,149.9776
2520,Yes,12.52502,207.4754
2521,No,9.303687,172.4705
2522,Yes,3.840589,159.9656
2523,Yes,5.142628,232.6707
2524,Yes,2.067128,255.1555
2525,No,18.96848,179.9656
2526,Yes,2.589165,252.624
2527,No,2.362663,112.4551
2528,No,5.585807,184.9785
2529,Yes,16.81789,142.4689
2530,Yes,18.529,255.1336
2531,Yes,14.39213,190.1737
2532,Yes,8.457034,220.1323
2533,No,9.24589,79.97886
2534,Yes,1.413033,162.447
2535,Yes,3.680185,137.4392
2536,No,16.82081,147.4421
2537,Yes,1.025579,184.9853
2538,No,15.02441,104.9629
2539,No,2.440244,179.9656
2540,No,7.409027,127.4738
2541,Yes,3.148665,149.9378
2542,No,29.62966,207.4811
2543,Yes,4.044209,245.132
2544,No,22.73656,182.497
2545,Yes,2.917886,132.466
2546,No,13.08213,172.4579
2547,Yes,1.740144,242.6573
2548,Yes,9.470798,242.6326
2549,No,2.476217,147.4783
2550,No,9.05316,172.4733
2551,No,10.86199,155.0084
2552,Yes,7.990345,222.6143
2553,Yes,1.500126,232.6415
2554,Yes,6.732509,202.6829
2555,Yes,1.442102,222.6792
2556,No,10.89683,147.4421
2557,No,10.69505,137.4698
2558,Yes,6.905862,199.9902
2559,No,22.31932,152.4952
2560,Yes,4.984918,172.4705
2561,Yes,10.45497,139.9861
2562,No,18.81683,184.9647
2563,No,18.01018,167.4564
2564,Yes,5.014012,245.1283
2565,No,9.817033,127.4887
2566,Yes,7.437784,230.1051
2567,No,1.280324,139.9568
2568,Yes,13.43811,174.9768
2569,No,3.765838,137.4686
2570,No,12.50419,162.4833
2571,No,1.798433,179.9476
2572,No,7.35817,182.447
2573,Yes,7.744129,167.4564
2574,No,16.79677,139.9792
2575,No,1.311693,152.466
2576,Yes,6.960522,162.4676
2577,Yes,5.525134,277.6513
2578,Yes,10.29048,194.9663
2579,No,18.32904,162.447
2580,Yes,1.794202,174.9768
2581,No,16.38978,142.5007
2582,No,22.34478,194.9744
2583,Yes,12.91538,217.4702
2584,Yes,11.59627,202.6362
2585,No,15.2121,167.4564
2586,Yes,3.771607,207.4974
2587,No,11.64744,162.4827
2588,No,25.72493,124.9781
2589,Yes,1.393262,240.1149
2590,Yes,12.173,149.9447
2591,No,8.909806,139.9875
2592,No,10.48608,112.4551
2593,No,19.26465,104.9643
2594,Yes,6.24751,175.1331
2595,No,9.063713,92.5018
2596,Yes,10.02603,162.4937
2597,Yes,28.22989,139.965
2598,No,7.617535,159.9656
2599,No,20.58561,140.0049
2600,No,12.359,159.9794
2601,No,8.437873,82.49655
2602,Yes,14.01692,207.4754
2603,No,1.506136,159.9349
2604,Yes,5.457127,202.65
2605,No,4.148103,124.9781
2606,Yes,8.867664,252.6378
2607,Yes,6.663036,162.447
2608,No,1.563383,124.9607
2609,Yes,13.75426,277.6375
2610,Yes,2.367066,232.6378
2611,No,2.333094,140.0049
2612,No,14.86158,159.9512
2613,Yes,1.768753,220.1478
2614,Yes,18.25291,182.4762
2615,No,1.275948,107.5286
2616,Yes,29.95876,255.1417
2617,No,2.073632,129.9621
2618,No,10.49402,139.9349
2619,Yes,6.368504,202.65
2620,Yes,7.674186,162.4937
2621,No,16.75789,172.4705
2622,No,8.473966,162.4982
2623,No,30.82191,162.5005
2624,Yes,7.8432,147.4421
2625,No,8.03514,114.9728
2626,Yes,5.150963,165.0182
2627,Yes,24.2732,275.1336
2628,No,9.38517,255.1555
2629,Yes,13.81972,162.4713
2630,Yes,1.37258,187.656
2631,No,1.84687,137.4872
2632,Yes,12.23147,217.4702
2633,No,6.554584,127.5112
2634,Yes,2.599617,149.9913
2635,Yes,2.827378,164.967
2636,Yes,16.12971,197.484
2637,No,23.9038,137.4836
2638,No,1.73409,184.9647
2639,No,17.45182,124.9781
2640,Yes,3.82548,222.6143
2641,No,10.00949,139.9816
2642,No,15.81095,142.5007
2643,Yes,4.310974,240.1149
2644,Yes,1.200106,164.9889
2645,Yes,1.99818,194.9768
2646,No,16.93745,137.4686
2647,Yes,13.05373,220.1185
2648,No,3.533323,182.4676
2649,No,16.93329,179.9476
2650,No,2.888303,134.9509
2651,Yes,6.307859,107.4806
2652,Yes,4.812563,172.4885
2653,No,25.10781,149.9621
2654,No,10.32034,162.447
2655,Yes,16.7433,245.147
2656,No,6.652608,252.6378
2657,Yes,6.7064,159.9875
2658,Yes,11.96096,142.4827
2659,Yes,7.900866,184.9853
2660,No,4.245295,147.4421
2661,No,10.0496,210.138
2662,No,11.46674,132.4798
2663,Yes,4.469398,159.9942
2664,No,10.59491,184.9647
2665,Yes,2.82818,182.49
2666,Yes,6.71156,255.1665
2667,No,5.25157,127.4421
2668,No,16.4299,179.9794
2669,Yes,7.896371,202.65
2670,Yes,15.06815,119.9897
2671,Yes,3.700985,252.624
2672,No,17.26451,127.4421
2673,No,16.5852,182.4433
2674,No,10.81514,195.0062
2675,Yes,4.617824,187.4847
2676,No,2.237975,139.9678
2677,No,12.14453,159.9512
2678,No,23.86996,132.466
2679,Yes,7.495281,127.4586
2680,No,8.756923,149.9483
2681,No,5.874949,194.9663
2682,No,7.238006,154.9618
2683,No,5.449246,120.0035
2684,No,5.614074,127.4421
2685,No,4.534721,172.4555
2686,Yes,10.06395,220.1615
2687,No,22.12945,147.4783
2688,No,15.51392,79.97886
2689,Yes,4.526424,164.9785
2690,Yes,6.183692,172.4579
2691,Yes,17.27999,257.6549
2692,No,3.628867,184.967
2693,No,4.888977,147.4601
2694,No,4.431604,117.472
2695,No,8.377189,240.1149
2696,Yes,21.09953,174.9882
2697,Yes,1.989684,217.484
2698,Yes,17.55759,184.9797
2699,No,10.55294,169.9741
2700,Yes,8.436679,129.9763
2701,Yes,15.2198,147.4421
2702,Yes,9.436909,149.9598
2703,Yes,13.50244,192.4705
2704,Yes,1.717359,152.4579
2705,Yes,2.199825,182.4653
2706,Yes,1.387769,159.9656
2707,Yes,10.39542,220.1615
2708,Yes,9.026366,182.49
2709,No,1.500082,105.011
2710,Yes,4.243723,232.6415
2711,Yes,1.736879,104.9629
2712,Yes,7.359812,152.509
2713,Yes,9.328119,194.9663
2714,No,17.98715,165.0113
2715,No,25.68869,174.9755
2716,No,16.21818,169.9378
2717,No,9.499599,172.4733
2718,Yes,1.13143,207.4811
2719,Yes,6.472433,182.49
2720,No,3.155929,162.4653
2721,No,11.88503,124.9643
2722,No,4.448953,172.4871
2723,Yes,8.962034,159.965
2724,Yes,1.796113,245.1612
2725,Yes,2.972634,194.9744
2726,Yes,10.22422,255.1336
2727,No,7.650642,117.4872
2728,Yes,2.945436,265.1283
2729,No,5.294527,127.5067
2730,No,6.128314,137.4684
2731,No,4.213099,139.9678
2732,No,11.16116,192.4885
2733,No,23.22012,199.9902
2734,No,13.81356,147.4421
2735,Yes,7.923777,104.9629
2736,No,1.992273,210.127
2737,No,14.60084,207.6094
2738,Yes,6.512117,232.6228
2739,Yes,16.15139,197.4945
2740,Yes,8.257765,127.475
2741,Yes,7.193929,127.4421
2742,Yes,8.527084,252.6378
2743,No,11.84082,152.466
2744,Yes,3.660516,232.6415
2745,Yes,12.22942,132.466
2746,No,16.57284,204.9634
2747,Yes,15.80736,210.1518
2748,No,8.295192,230.1051
2749,Yes,11.38275,267.6647
2750,Yes,6.780515,222.65
2751,Yes,8.27839,169.9447
2752,Yes,9.151288,242.6143
2753,No,1.835564,172.4624
2754,No,10.44767,162.4653
2755,Yes,8.612474,149.9447
2756,No,3.122125,149.9915
2757,Yes,10.49269,172.4705
2758,Yes,5.679237,204.9797
2759,No,1.050155,157.4698
2760,Yes,10.68972,157.4698
2761,No,2.210399,217.4725
2762,Yes,18.2103,207.6386
2763,Yes,13.09427,147.4564
2764,Yes,1.201025,149.9915
2765,No,6.246939,179.9476
2766,Yes,4.600047,192.4567
2767,Yes,9.30555,172.4579
2768,Yes,18.55263,232.652
2769,No,13.12228,119.9568
2770,No,10.51089,92.45514
2771,Yes,12.81579,197.4702
2772,No,11.16354,169.9741
2773,No,12.01983,164.9853
2774,No,6.021823,169.9378
2775,No,23.99384,172.4567
2776,Yes,8.100668,182.4433
2777,No,18.47356,127.4783
2778,No,14.62117,120.0035
2779,No,12.95415,137.4684
2780,No,3.588245,124.9935
2781,No,14.36866,184.967
2782,Yes,6.30655,139.983
2783,No,18.94429,210.138
2784,No,3.474901,172.4579
2785,Yes,3.341126,227.4754
2786,No,4.761845,132.466
2787,No,20.22924,127.4601
2788,No,6.487048,102.4746
2789,No,20.32585,139.9979
2790,Yes,12.24637,152.4441
2791,Yes,14.63647,267.6647
2792,No,4.833414,172.4555
2793,No,5.705638,159.9875
2794,Yes,12.55315,182.447
2795,Yes,1.059865,130.0064
2796,Yes,13.47613,172.4885
2797,No,9.887746,139.9678
2798,No,6.853152,149.9741
2799,Yes,2.213342,265.147
2800,Yes,5.954975,117.4392
2801,Yes,8.316193,127.4887
2802,No,8.081086,242.6281
2803,Yes,5.000016,202.6362
2804,Yes,3.469341,200.1185
2805,Yes,7.874579,210.127
2806,No,11.70115,124.9781
2807,Yes,3.890319,149.9928
2808,No,14.7867,124.9935
2809,Yes,11.71559,119.9897
2810,Yes,4.995373,265.1283
2811,No,11.56278,214.9525
2812,Yes,18.7404,162.4689
2813,No,8.479465,147.5031
2814,No,13.03957,150.0208
2815,No,4.99913,174.991
2816,Yes,2.108436,172.4733
2817,No,4.848049,149.9778
2818,No,14.06379,137.4872
2819,Yes,12.67943,220.1615
2820,Yes,11.2075,184.9797
2821,No,7.837878,230.1051
2822,Yes,4.845811,222.65
2823,No,3.852241,149.989
2824,Yes,11.55831,192.4404
2825,No,5.389466,142.4526
2826,No,10.93329,152.466
2827,Yes,8.259716,255.1555
2828,Yes,3.157767,172.4555
2829,Yes,2.185047,159.9805
2830,Yes,4.612442,235.1591
2831,No,10.75614,117.472
2832,No,14.37481,172.4441
2833,No,5.447689,230.1051
2834,Yes,12.29962,184.9853
2835,No,12.57563,124.9781
2836,No,7.606099,152.4884
2837,Yes,6.79324,190.1599
2838,No,4.753084,164.967
2839,No,21.0878,174.9768
2840,Yes,15.33274,232.6228
2841,No,11.47008,169.9447
2842,No,3.631024,112.4551
2843,Yes,27.0293,220.1185
2844,Yes,13.21554,220.1149
2845,Yes,15.97096,152.4742
2846,No,8.0239,157.4698
2847,Yes,5.448172,225.132
2848,No,8.306218,164.9889
2849,Yes,3.600682,207.6386
2850,Yes,4.459993,222.6654
2851,No,11.40421,159.9794
2852,Yes,12.86853,169.9671
2853,No,9.546909,204.9496
2854,Yes,4.424083,245.1612
2855,Yes,1.462471,169.9447
2856,Yes,9.952476,182.49
2857,No,1.133367,212.6228
2858,Yes,14.40435,137.4836
2859,Yes,4.300397,204.9797
2860,Yes,8.36006,262.6106
2861,Yes,9.693608,129.9598
2862,No,8.24734,162.4538
2863,Yes,10.8754,152.4555
2864,Yes,6.067975,192.4885
2865,No,5.602813,139.9568
2866,No,9.938487,194.9992
2867,Yes,13.96391,139.9512
2868,No,9.841833,210.138
2869,No,5.129029,95.01949
2870,No,3.612294,149.9447
2871,No,9.430096,159.9349
2872,No,6.699323,192.4567
2873,No,6.895966,127.4887
2874,Yes,16.56847,255.1336
2875,No,16.71459,92.45514
2876,Yes,16.48485,179.9476
2877,No,2.458795,147.4564
2878,No,6.6307,169.9447
2879,No,11.52687,149.9776
2880,No,2.984004,137.4836
2881,Yes,4.646695,237.6549
2882,No,22.24529,137.4872
2883,No,14.89363,107.5286
2884,No,6.140643,137.4686
2885,No,19.6274,137.4872
2886,No,13.49323,127.4887
2887,No,12.69289,114.9658
2888,No,18.58829,222.6362
2889,Yes,14.34935,187.656
2890,Yes,7.881289,174.9768
2891,Yes,4.63962,235.1417
2892,No,10.76391,184.9647
2893,No,12.47148,147.4421
2894,No,8.387102,174.9755
2895,Yes,12.89076,214.9663
2896,Yes,6.726078,147.4564
2897,No,14.72164,95.01949
2898,Yes,6.915354,227.4754
2899,Yes,12.23126,169.9671
2900,No,11.26136,152.4798
2901,Yes,9.448434,252.6378
2902,No,21.25517,182.4608
2903,Yes,7.467093,219.9902
2904,No,5.669803,107.482
2905,No,13.09678,139.9816
2906,No,6.224413,149.9483
2907,No,16.25655,127.4586
2908,Yes,10.74959,220.1185
2909,No,16.42222,217.4725
2910,No,5.585075,195.0062
2911,No,3.583025,159.9349
2912,Yes,10.48284,230.1051
2913,Yes,2.457741,92.45514
2914,Yes,5.006746,164.9647
2915,Yes,17.53363,199.9902
2916,No,11.9781,245.175
2917,No,21.06329,127.4958
2918,No,9.453234,182.4538
2919,No,3.109148,194.9699
2920,No,16.93921,167.4564
2921,No,10.16511,174.9581
2922,No,2.598272,127.4601
2923,No,1.717806,147.4564
2924,No,2.224742,177.4876
2925,Yes,10.7668,204.9797
2926,Yes,4.847252,219.9902
2927,No,11.16076,124.9607
2928,No,1.200249,194.9663
2929,No,21.53238,204.9634
2930,Yes,5.656086,152.5022
2931,Yes,8.840599,194.9744
2932,No,22.38582,157.4836
2933,Yes,9.417302,245.147
2934,No,4.278907,117.4835
2935,No,4.799511,174.9755
2936,Yes,32.97693,149.9621
2937,No,12.05316,212.6415
2938,No,3.294082,159.965
2939,No,7.129721,114.9728
2940,No,15.23335,192.4705
2941,No,4.273105,147.4893
2942,No,13.19046,162.4608
2943,No,10.91353,159.983
2944,Yes,10.3362,222.6143
2945,Yes,12.24574,184.9797
2946,No,13.62126,169.9378
2947,No,12.73029,152.4742
2948,No,8.681614,245.1457
2949,No,15.38202,147.4783
2950,No,7.513611,149.9707
2951,Yes,11.05993,242.6143
2952,No,6.611955,194.9744
2953,No,9.040057,197.4876
2954,No,25.11299,125.0073
2955,No,16.12811,162.497
2956,No,7.845114,129.9778
2957,No,7.773669,124.9781
2958,No,10.92196,182.497
2959,Yes,8.259385,184.9963
2960,No,10.41798,117.4686
2961,No,9.561875,107.4806
2962,Yes,5.464488,172.5104
2963,No,5.966695,149.9776
2964,No,4.899911,169.9378
2965,No,11.16749,127.4601
2966,Yes,13.16571,210.1051
2967,No,6.249599,182.4608
2968,No,4.367739,152.5104
2969,No,12.78697,92.5018
2970,No,6.842584,139.9512
2971,Yes,1.450219,162.4608
2972,No,10.29318,137.5165
2973,Yes,3.326476,149.9483
2974,No,13.8101,104.9781
2975,No,6.039499,124.9607
2976,No,10.11079,147.4893
2977,No,11.17999,172.4742
2978,No,8.509962,124.9781
2979,No,1.602966,137.4836
2980,Yes,2.117403,182.4676
2981,Yes,2.251237,245.147
2982,Yes,2.089917,230.1344
2983,Yes,10.94284,232.6415
2984,Yes,15.39419,207.6094
2985,No,17.25514,137.4836
2986,Yes,9.349103,127.4887
2987,Yes,15.04337,265.147
2988,No,7.066142,112.4551
2989,Yes,4.327078,164.9889
2990,No,9.25677,174.9755
2991,No,5.526815,162.4538
2992,Yes,2.080255,265.1283
2993,Yes,13.44855,162.4653
2994,Yes,2.847117,159.9794
2995,Yes,10.72393,220.1149
2996,Yes,2.1782,152.4624
2997,No,10.24306,162.4818
2998,No,11.65333,139.983
2999,Yes,3.000251,235.1372
3000,Yes,7.916586,162.5005
3001,Yes,2.258878,174.9919
3002,No,5.519258,225.1786
3003,Yes,5.944147,164.9853
3004,Yes,3.255652,242.6281
3005,Yes,1.868309,245.1457
3006,Yes,13.46637,255.1198
3007,No,22.54598,149.9915
3008,No,5.787415,169.9378
3009,No,1.125218,169.9928
3010,No,6.548905,149.9845
3011,No,1.799293,117.4686
3012,No,7.012788,182.4653
3013,Yes,9.539097,255.1336
3014,No,8.58684,192.4567
3015,Yes,7.179432,174.9882
3016,Yes,6.971589,210.1518
3017,No,14.26274,114.9658
3018,No,21.73641,182.4653
3019,No,5.867453,124.9607
3020,No,17.32489,137.4684
3021,No,2.80856,149.9621
3022,No,13.90887,104.9781
3023,No,19.77964,222.6362
3024,Yes,7.342789,262.6106
3025,Yes,1.813125,149.9598
3026,Yes,20.95648,200.1323
3027,Yes,18.47081,132.466
3028,No,1.571176,159.9512
3029,Yes,17.2501,187.656
3030,No,8.74736,162.4526
3031,No,13.36539,182.4433
3032,Yes,7.311512,184.9647
3033,Yes,13.98482,275.1336
3034,Yes,18.24928,232.6378
3035,No,3.101413,159.9349
3036,No,6.150351,172.4441
3037,No,5.97747,127.4783
3038,No,14.83659,222.6143
3039,Yes,7.72199,252.6378
3040,Yes,2.10678,217.4725
3041,Yes,3.518534,210.127
3042,No,3.172425,172.5104
3043,Yes,2.266934,212.6415
3044,No,8.794478,117.4858
3045,Yes,7.5636,187.656
3046,Yes,12.00194,267.6427
3047,No,15.64015,137.4684
3048,Yes,2.431373,137.4836
3049,No,17.29281,172.4885
3050,Yes,21.13934,232.6707
3051,No,4.462414,124.9643
3052,No,15.77942,202.4433
3053,No,11.31382,115.0021
3054,No,3.678847,79.97886
3055,Yes,6.967998,257.6375
3056,Yes,6.515297,137.4698
3057,No,15.6265,159.965
3058,Yes,7.296904,164.967
3059,Yes,7.032433,245.1283
3060,Yes,17.09722,212.6228
3061,No,2.563452,117.4858
3062,Yes,8.287531,152.4624
3063,Yes,2.437932,169.9447
3064,No,11.81853,112.4844
3065,No,28.06447,169.9671
3066,Yes,10.02202,202.4433
3067,No,4.731989,174.9919
3068,Yes,11.91973,200.1323
3069,No,16.01922,127.475
3070,No,7.220079,147.4783
3071,No,4.454344,162.4538
3072,No,11.20366,144.9607
3073,No,9.858242,162.4526
3074,Yes,1.689999,192.4567
3075,No,7.899007,222.65
3076,No,10.52622,149.9598
3077,Yes,11.15074,162.4676
3078,No,17.2154,152.4742
3079,No,8.922175,169.9378
3080,Yes,4.267801,172.4567
3081,Yes,1.294635,197.4725
3082,Yes,2.168042,159.9476
3083,Yes,8.268061,232.6228
3084,No,5.538303,124.9935
3085,Yes,7.733033,149.9483
3086,Yes,6.446693,129.9621
3087,No,11.81544,140.0049
3088,No,20.72068,92.45514
3089,Yes,20.74516,267.6427
3090,No,4.24454,107.4958
3091,No,16.88185,162.4608
3092,No,6.184122,94.97283
3093,No,10.12304,147.4713
3094,Yes,3.046588,204.9496
3095,Yes,1.365304,210.127
3096,No,11.34636,105.011
3097,No,19.77218,137.4872
3098,Yes,10.59517,182.4433
3099,No,16.17631,152.4624
3100,Yes,3.493433,192.4404
3101,Yes,10.31129,179.9794
3102,No,8.33073,182.49
3103,Yes,3.267702,187.6094
3104,Yes,1.891666,172.5034
3105,No,6.06866,167.4564
3106,Yes,2.290777,124.9607
3107,No,7.53282,149.9378
3108,Yes,9.27204,187.6094
3109,No,6.725815,182.497
3110,No,2.320115,139.9512
3111,No,15.41267,162.4689
3112,No,12.55601,167.4564
3113,No,20.51646,127.525
3114,Yes,1.304537,159.9476
3115,Yes,17.15829,222.6143
3116,No,23.77384,129.9778
3117,Yes,3.213888,242.6106
3118,Yes,11.00718,172.4579
3119,Yes,10.18298,225.1457
3120,Yes,6.693474,129.9598
3121,No,2.072617,184.967
3122,Yes,3.62899,162.4689
3123,No,1.598975,204.961
3124,No,8.161424,132.466
3125,Yes,8.201372,245.147
3126,Yes,4.606587,220.1185
3127,No,7.469813,117.4686
3128,Yes,6.21102,222.6143
3129,Yes,2.048055,235.1591
3130,No,2.159586,184.9634
3131,No,2.123318,172.4555
3132,No,8.220002,147.4738
3133,Yes,6.631092,287.6427
3134,Yes,9.389883,245.147
3135,No,8.718999,255.1417
3136,No,9.372647,149.9845
3137,No,19.92045,187.4974
3138,Yes,5.43842,222.6143
3139,Yes,2.518069,177.6508
3140,No,4.433189,127.4783
3141,Yes,9.873195,210.1051
3142,No,12.03278,169.9741
3143,Yes,2.408011,139.965
3144,Yes,3.876369,120.0049
3145,Yes,7.713222,162.4982
3146,Yes,6.566149,192.4885
3147,No,9.075014,152.4798
3148,No,7.802142,159.9794
3149,No,6.281821,172.4555
3150,No,10.16083,137.4836
3151,No,10.44121,127.4958
3152,No,2.923404,152.4798
3153,Yes,7.930205,197.4725
3154,No,7.194486,172.5104
3155,No,5.664193,137.4392
3156,No,3.41763,134.9509
3157,Yes,3.589597,287.6427
3158,Yes,4.123006,190.127
3159,No,3.769755,219.9902
3160,Yes,2.312021,240.1149
3161,No,11.96395,139.9568
3162,No,1.481645,107.4806
3163,No,4.540275,172.5104
3164,Yes,15.12639,197.4725
3165,Yes,6.894406,174.991
3166,No,7.994351,129.9621
3167,No,8.989805,139.9568
3168,Yes,22.60375,187.4673
3169,Yes,9.910534,175.0048
3170,Yes,1.597599,204.9797
3171,No,9.705314,140.0342
3172,Yes,9.254257,197.4702
3173,Yes,13.262,222.6654
3174,No,10.65826,117.4392
3175,Yes,12.05486,204.9797
3176,Yes,8.915226,162.4833
3177,No,5.623623,137.4836
3178,No,16.31066,194.9663
3179,Yes,1.324008,117.4835
3180,Yes,9.000072,172.4871
3181,No,20.3759,149.9707
3182,Yes,6.815025,139.9512
3183,No,9.363006,142.4827
3184,No,13.51008,204.9797
3185,No,16.27138,149.9598
3186,Yes,1.453865,139.9349
3187,No,3.949032,172.4885
3188,Yes,5.714934,182.4433
3189,Yes,21.12911,255.1336
3190,No,1.875298,149.9621
3191,Yes,9.343412,210.1051
3192,Yes,6.735348,177.4945
3193,No,10.96818,157.4836
3194,Yes,8.373701,222.6792
3195,No,5.998405,182.447
3196,No,3.052755,149.9778
3197,Yes,11.93299,182.4433
3198,No,14.84017,149.989
3199,No,14.71926,182.4762
3200,No,7.542197,79.97886
3201,Yes,4.525491,232.6378
3202,No,3.83138,162.5007
3203,No,1.113741,204.961
3204,No,3.878694,112.4551
3205,No,4.532646,139.9816
3206,No,10.49454,174.9919
3207,Yes,6.678303,162.497
3208,Yes,3.212519,139.9349
3209,Yes,2.54348,137.4836
3210,No,6.976028,117.5152
3211,Yes,5.288444,144.9889
3212,Yes,1.832601,132.5127
3213,No,4.870047,127.5067
3214,No,9.688639,207.6094
3215,No,13.61564,159.965
3216,Yes,4.939997,149.9483
3217,Yes,15.51348,182.4433
3218,Yes,9.556572,212.6228
3219,No,2.149435,179.9656
3220,Yes,7.035161,207.6386
3221,No,15.84051,160.0122
3222,Yes,13.31462,232.624
3223,Yes,1.862828,192.4404
3224,No,15.14561,104.9629
3225,No,5.902195,159.9512
3226,Yes,2.339183,245.1612
3227,No,15.53401,144.9607
3228,Yes,10.71719,257.6513
3229,No,2.668217,184.9963
3230,No,2.19437,124.9781
3231,Yes,8.539485,182.4538
3232,No,4.527649,139.9512
3233,No,8.664975,169.9928
3234,No,1.567389,159.9349
3235,Yes,4.14274,220.1615
3236,Yes,5.18336,152.466
3237,No,7.494128,142.5156
3238,No,10.34256,95.01949
3239,Yes,3.1741,169.9447
3240,Yes,3.209982,194.9744
3241,Yes,13.02762,182.4653
3242,Yes,1.625652,197.6288
3243,No,1.201284,147.4738
3244,Yes,6.645392,137.4616
3245,No,16.23853,147.4564
3246,No,16.12056,214.9663
3247,No,4.157726,137.4872
3248,Yes,9.880576,197.4725
3249,Yes,11.63547,187.6094
3250,Yes,5.929212,222.65
3251,Yes,5.875553,277.6375
3252,No,3.695049,129.9621
3253,No,2.590681,124.9643
3254,No,3.352593,134.9509
3255,No,9.93773,159.965
3256,Yes,7.988116,154.9618
3257,Yes,10.47789,147.4713
3258,No,8.099865,137.4616
3259,No,1.611266,174.9755
3260,No,10.58401,184.967
3261,Yes,1.916489,174.9618
3262,No,28.57082,139.965
3263,Yes,1.532436,124.9607
3264,Yes,12.7895,267.6647
3265,Yes,8.640886,157.4698
3266,No,6.465898,214.9525
3267,No,9.416447,149.9915
3268,No,3.062161,164.9715
3269,No,29.19298,164.967
3270,Yes,8.692007,204.961
3271,No,11.07503,92.45514
3272,Yes,1.524132,207.6094
3273,No,10.70349,184.9715
3274,Yes,2.327566,187.4974
3275,Yes,1.764563,192.4705
3276,No,1.190018,129.9621
3277,No,2.049307,162.4982
3278,No,16.7247,202.6362
3279,Yes,5.599131,137.4616
3280,No,2.71724,147.4713
3281,Yes,5.207616,207.6094
3282,No,3.98008,159.965
3283,No,14.66848,147.4421
3284,Yes,1.932645,172.4705
3285,Yes,16.5488,204.961
3286,Yes,22.25056,182.4608
3287,No,1.356734,159.9512
3288,No,20.45201,127.4601
3289,No,13.84669,92.45514
3290,Yes,6.207517,242.6281
