,Tenure,MonthlyCharge,zMonthlyCharge,zTenure,Churn
119,9.344886869,210.138,0.8735556804117056,-0.9522838399249588,True
9055,69.44118,179.9476,0.1705229663647702,1.3203838148587164,False
5038,44.98551,207.4974,0.8120650017617923,0.3955412448867364,False
7495,64.30983,182.4433,0.22863941213716593,1.126331027859803,False
4574,31.79027,255.1198,1.921030272888666,-0.10346449378233566,True
519,7.228526307,117.485813,-1.284001638769033,-1.032318463435475,True
8773,49.20691,139.9568,-0.7607280492199249,0.5551823598052693,False
3126,4.606587,220.1185,1.1059679042492645,-1.1314726099788504,True
3159,3.769755,219.9902,1.1029802294515727,-1.1631191711859157,False
3215,13.61564,159.965,-0.29480447254674735,-0.7907763326111162,False
6039,42.10529,124.9643,-1.1098528692073604,0.28661967099877106,False
7408,54.84444,172.4624,-0.0037821263529186216,0.7683774075587815,False
9379,56.37261,140.0049,-0.7596079622536819,0.8261683685160598,False
4908,12.00948,287.6427,2.678379054477418,-0.8515166493632721,True
6141,65.48954,159.9656,-0.29479050056795864,1.1709442414099387,False
1046,4.486607929,187.484705,0.3460367516808549,-1.1360098707599489,False
4905,2.553094,164.9785,-0.1780569464498985,-1.2091297644767427,True
5315,57.78386,235.1591,1.4562128112029427,0.8795377538926596,False
5620,65.90305,262.6106,2.0954657707417175,1.1865819913104363,False
3420,7.151009,245.1457,1.688767083491522,-1.0352499433508968,True
8264,63.01044,217.4725,1.0443514777902512,1.077191863527119,False
383,17.6210362,149.977753,-0.5273738112857872,-0.6393038554569838,False
724,9.758067608,182.443347,0.2286405066088376,-0.9366585417213242,True
7015,65.89807,149.9778,-0.5273727168141155,1.1863936621418447,False
545,1.597765127,139.987503,-0.7600130797786656,-1.2452575340317682,False
6726,58.24766,117.472,-1.2843232970073846,0.8970773258591203,False
3407,7.756546,147.4713,-0.585740658204711,-1.0123502887802749,False
2016,3.151239,245.1457,1.688767083491522,-1.1865096539250428,True
2276,6.542299,127.475,-1.0513871239652421,-1.0582695915865674,False
7728,71.4869,179.9656,0.17094212572843698,1.3977470170217765,False
6263,47.56406,207.4673,0.8113640741592162,0.4930545335760771,False
9209,64.17032,162.4526,-0.23687664848800197,1.1210551639420778,False
8077,70.68617,147.4783,-0.5855776517855078,1.3674657288356966,False
9574,40.51042,174.9768,0.05476977942506412,0.22630630932962828,False
3483,7.833185,129.9763,-0.9931402730574832,-1.0094520238903706,False
6256,71.44432,202.4433,0.6943720384335615,1.3961367648132126,False
6217,60.20609,92.45514,-1.8668816924818468,0.9711394731775222,False
7795,54.79811,182.4762,0.2294055423074238,0.7666253412172419,False
1745,24.77634001,204.963371,0.7530560026977308,-0.36871100052515415,False
1411,9.821119931,139.965008,-0.7605369125500923,-0.9342740855830943,False
5841,60.69462,114.9976,-1.3419437375327743,0.9896142620795808,False
3757,5.095356,114.9509,-1.3430312232151764,-1.1129887827893834,False
4636,12.4341,207.4754,0.8115526958728665,-0.835458751458144,True
9239,69.82047,202.4433,0.6943720384335615,1.3347274635244315,False
9225,68.97874,192.4705,0.4621391216571267,1.3028956741511486,False
1879,7.40216226,212.641455,0.9318527140099478,-1.0257520548679706,True
2506,8.940085,182.4676,0.2292052772781163,-0.9675922735460953,False
5503,48.03427,159.9942,-0.29412450291235454,0.5108365131671709,False
8956,61.17571,220.1615,1.1069692293958013,1.0078076917418155,True
7460,61.61486,124.9781,-1.1095315136952157,1.0244150721408474,False
1198,1.723983897,139.951231,-0.7608577324697167,-1.2404843059163455,True
9461,51.83082,245.175,1.6894493817890464,0.6544110322470867,True
8335,47.86746,242.6326,1.6302454503342483,0.5045282423613814,False
1057,14.45990083,232.622804,1.3971510213456906,-0.7588488345812573,False
5942,67.71178,114.9728,-1.3425212459893818,1.2549829184404404,False
9525,61.50738,149.9915,-0.5270536899651025,1.0203504900042473,False
4720,4.685087,217.484,1.044619274050372,-1.128503967461888,False
1932,10.1127187,182.467607,0.2292054402845351,-0.9232466651557403,True
320,3.115945151,114.972827,-1.3425206172503366,-1.1878443650171275,False
4507,5.113589,129.9483,-0.9937922987342986,-1.1122992635663034,False
7794,59.36326,149.9845,-0.5272166963843063,0.9392660849918995,False
2430,1.704751,172.4567,-0.0039148601514128675,-1.241211638346391,True
3372,5.8078,255.1417,1.92154025011446,-1.0860462152816799,False
7078,70.95891,172.4579,-0.00388691619383548,1.3777799652697897,False
5885,44.89729,172.4567,-0.0039148601514128675,0.3922050201371005,False
5703,66.54232,152.5022,-0.46858794472298476,1.2107573301871055,False
6869,56.35945,152.4742,-0.46923997039979953,0.8256706954520697,False
8321,45.62851,175.1331,0.05840947989957082,0.4198576415543388,False
1048,2.017579009,142.485486,-0.7018434706269779,-1.2293813895818801,False
1429,16.78883402,204.963371,0.7530560026977308,-0.67077533028828,True
8712,66.00509,222.6143,1.1640866786847912,1.1904408484114661,False
2931,8.840599,194.9744,0.5204465178063044,-0.971354545768293,True
3438,11.36757,210.1051,0.8727895502414478,-0.875791825389556,False
6872,69.13848,265.1283,2.15409452240304,1.3089365780449012,True
3174,10.65826,117.4392,-1.2850870985145104,-0.9026158740991939,False
8487,53.24575,149.9483,-0.528059672437903,0.7079195845595136,False
1844,9.858971643,112.455141,-1.4011490428988198,-0.9328426435247119,False
2811,11.56278,214.9525,0.985669166876905,-0.8684095488833622,False
3700,16.64015,182.4433,0.22863941213716593,-0.6763981290572593,True
7668,71.25643,179.9476,0.1705229663647702,1.3890313094945874,False
5350,61.18595,169.9671,-0.06188925747278876,1.0081949388675948,False
9201,71.48476,152.4579,-0.46961954249023113,1.3976660884232244,False
5371,47.99369,152.466,-0.4694309207765808,0.5093018951628611,False
5900,71.82846,174.9618,0.05442047995534214,1.4106638264242435,False
2399,15.07508,157.4836,-0.35258791949134133,-0.7355845410830204,False
915,15.42700763,152.479779,-0.4691100542836939,-0.7222756579580295,False
1104,15.40849216,214.952509,0.9856693764565869,-0.7229758593779471,False
8664,69.67964,187.6094,0.3489404781726564,1.3294016810318992,False
9767,50.71914,182.4608,0.22904692818517558,0.6123705161546448,False
7697,71.28653,142.4827,-0.7019083471818214,1.3901696042686074,False
7916,55.29166,149.9378,-0.5283041820667082,0.7852899719719777,False
7969,61.08796,174.9699,0.05460910166899182,1.0044892410301793,False
9320,68.02518,114.9509,-1.3430312232151764,1.2668347982470136,False
6652,59.29365,104.9781,-1.5752641399916114,0.9366336365128454,False
4795,7.041709,215.1591,0.990480184906547,-1.0393833526133678,True
5893,68.89551,152.4798,-0.4691095652644362,1.299748156741126,False
5983,67.6047,232.6415,1.3975863882047526,1.2509334631446907,False
6267,66.88132,172.4579,-0.00388691619383548,1.2235773278081277,False
448,4.85576672,127.442069,-1.0521539760210703,-1.122049355059656,True
7405,41.14853,194.9581,0.5200669457158728,0.25043778036783,False
1219,23.32691904,139.987503,-0.7600130797786656,-0.4235239013725273,True
5762,70.97645,112.4551,-1.4011499976507038,1.3784432772410955,False
5665,67.0795,232.6228,1.3971509281991656,1.2310719211076382,False
3966,10.88054,235.1591,1.4562128112029427,-0.8942098886384244,True
9069,66.00877,252.6378,1.8632328539652832,1.1905800153472932,False
5147,54.09422,160.0013,-0.2939591678300198,0.740006261201132,False
3801,18.76931,139.9512,-0.7608584543552875,-0.59587946789273,False
1829,4.499945782,220.132293,1.1062890967549897,-1.1355054718108943,True
1891,7.18546062,162.497044,-0.23584169744584615,-1.0339470829189192,True
1514,9.808669685,182.446995,0.22872545623987403,-0.9347449178075814,True
5791,61.29358,104.9923,-1.5749334698269408,1.0122651935695142,False
741,15.70393958,220.118516,1.1059682768353654,-0.7118028941226754,False
3661,14.70737,164.9715,-0.17821995286910236,-0.7494902677061062,True
5382,45.84265,102.4746,-1.6335622214882628,0.42795579580379506,False
3046,12.00194,267.6427,2.2126464281810225,-0.851801790313309,True
9365,60.34589,252.6378,1.8632328539652832,0.9764263040548639,True
9576,61.50205,149.9778,-0.5273727168141155,1.0201489248499107,False
4527,15.54856,204.9634,0.7530566780100392,-0.7176788995679716,False
5362,50.93618,142.4689,-0.702229702693966,0.6205783400002689,False
1994,20.93887792,199.990219,0.6372480456011722,-0.5138326962908251,False
9465,63.55011,164.9715,-0.17821995286910236,1.0976006190319476,False
8231,51.87037,225.132,1.2227154303461134,0.6559066986362059,False
3240,3.209982,194.9744,0.5204465178063044,-1.1842881638948017,True
1903,3.56722345,95.005709,-1.8074875325358384,-1.1707783274961867,False
1107,7.522520984,149.97755,-0.527378538471944,-1.0212004367105982,True
4828,23.63005,152.509,-0.46842959563004405,-0.4120603669003794,False
4419,3.318059,152.4884,-0.4689093002351287,-1.1802010049482319,False
780,15.37107894,139.983006,-0.7601177997596886,-0.7243907189395836,False
2047,6.645141,152.4742,-0.46923997039979953,-1.054380405169632,False
2775,23.99384,172.4567,-0.0039148601514128675,-0.3983028833176313,False
8740,51.60705,159.9349,-0.2955054001493235,0.6459486993041482,False
6624,57.87826,139.965,-0.760537098843143,0.8831076883334399,False
7702,61.00511,169.9928,-0.06129079104799788,1.0013560941189648,False
2478,20.13722,217.484,1.044619274050372,-0.5441490757223103,True
6871,62.99218,197.4702,0.5785652922418316,1.0765013232422813,False
4460,2.546083,124.9607,-1.1099367010800933,-1.2093949001797544,False
5735,42.80596,255.1336,1.9213516284008105,0.3131169799460324,False
5966,56.51994,182.4433,0.22863941213716593,0.8317399621724171,False
7414,69.03225,162.4982,-0.235814778100046,1.3049192672859597,False
5386,58.86685,182.4608,0.22904692818517558,0.9204932973250807,False
201,18.56165869,194.999168,0.5210232810907096,-0.6037322386897864,True
9191,46.66704,149.9378,-0.5283041820667082,0.45913183662619744,False
7297,54.64119,257.6375,1.9796590245499874,0.7606910815514873,False
4363,19.04207,267.6647,2.2131587340699483,-0.5855644751165945,True
6311,60.72645,187.6094,0.3489404781726564,0.9908179804402804,False
4807,5.067354,220.1323,1.1062892597614085,-1.114047737283141,True
8957,51.77932,159.9476,-0.2952096599316254,0.6524634514875507,False
6519,52.83052,154.9919,-0.410611218738478,0.6922167892433573,True
2834,12.29962,184.9853,0.2878340289394379,-0.8405443953521707,True
4906,21.19755,220.1615,1.1069692293958013,-0.5040504678240851,True
3175,12.05486,204.9797,0.7534362501004708,-0.8498005092687531,True
2463,17.84058,140.0013,-0.7596917941264154,-0.6310013451510541,False
7907,56.09767,129.9621,-0.993470943222154,0.8157709344572874,False
3441,5.358251,162.4608,-0.23668569811122006,-1.1030468557257296,True
9511,62.28135,127.4738,-1.05141506792282,1.049619792537411,False
8820,62.78883,242.6281,1.6301406604933315,1.0688112155247744,False
5702,61.78729,247.6647,1.7474261077735533,1.0309358750605901,False
4651,8.542338,159.9476,-0.2952096599316254,-0.9826339124657668,True
3346,4.060006,235.1555,1.456128979330209,-1.1521427194764782,True
6804,71.27557,182.4608,0.22904692818517558,1.3897551288292966,False
6930,71.74779,162.4608,-0.23668569811122006,1.4076131207956653,False
5858,69.29855,192.4885,0.4625582810207935,1.3149899615823555,False
6905,65.26702,162.4526,-0.23687664848800197,1.1625291798446586,False
901,5.261212465,212.655686,0.9321841060601889,-1.1067165719140701,True
9330,53.81991,240.1149,1.5716166986729267,0.7296326519166996,True
7180,58.8721,157.4836,-0.35258791949134133,0.9206918371112471,False
7821,53.08332,194.9699,0.5203417279653875,0.7017769526610399,True
7530,62.11655,147.4564,-0.5860876290113021,1.043387534106896,False
356,5.388165017,182.446995,0.22872545623987403,-1.1019155942898144,True
277,23.103996,235.159141,1.4562137659548267,-0.43195420474264834,False
1821,9.585621689,107.528648,-1.5158704690648601,-0.9431799466515157,False
9763,55.07277,172.4624,-0.0037821263529186216,0.7770121864874185,False
4504,1.554749,172.4441,-0.004208271705980072,-1.2468842792996313,False
1693,7.387393996,140.00128,-0.7596922598590412,-1.0263105478158958,False
8370,66.2073,220.1615,1.1069692293958013,1.1980878446325487,False
8461,68.45528,240.1149,1.5716166986729267,1.283099933871797,False
1532,10.54165852,200.132293,0.6405564704585941,-0.9070254041765026,True
1747,6.403155881,175.02109,0.05580114432599724,-1.063531581128047,True
4584,5.933094,172.4624,-0.0037821263529186216,-1.081307959287791,False
9968,56.05929,200.1652,0.6413227636352707,0.8143195140776566,False
4360,1.358678,230.1051,1.3385221765378434,-1.2542991163307566,True
9739,41.98389,200.1323,0.6405566334650129,0.2820286748005646,True
3621,9.534696,137.4686,-0.8186698452574589,-0.945105808633312,False
7220,52.96043,137.4686,-0.8186698452574589,0.6971296089806641,False
1272,15.71358455,115.002061,-1.3418398558704792,-0.7114381493071744,False
8515,65.91489,242.6573,1.6308206301277242,1.187029745799619,False
6376,63.43732,195.0062,0.5211870326821156,1.0933352280830535,False
7919,58.42342,134.9509,-0.8772985969187811,0.9037240597289455,False
4718,2.246214,182.4608,0.22904692818517558,-1.2207350767774483,True
4010,4.541407,227.4754,1.2772853221692622,-1.1339375286954823,True
8465,71.24754,139.9979,-0.7597709686728857,1.3886951154566793,False
944,10.03364243,210.105118,0.8727899694008117,-0.9262371005341453,True
4948,1.312447,137.5165,-0.8175544156174791,-1.2560474387791858,True
1889,13.56958731,235.137219,1.4557032764231428,-0.7925179118920651,True
3970,6.435125,207.6386,0.8153530741034448,-1.0623226016899168,False
2525,18.96848,179.9656,0.17094212572843698,-0.5883474356621137,False
6410,52.38554,222.65,1.1649180114227307,0.6753889351389254,False
4812,1.329981,200.1323,0.6405566334650129,-1.2553843537104927,True
4757,5.192447,217.4702,1.0442979185382273,-1.1093170825267795,True
5070,66.95875,162.447,-0.23700705362336466,1.2265055060258139,False
4001,7.038169,200.1465,0.6408873036296837,-1.0395172251548972,True
2655,16.7433,245.147,1.688797356112231,-0.6724972949728686,True
542,7.349620762,240.114868,1.5716159535007246,-1.0277390220637375,True
7168,58.99154,172.4885,-0.0031743452756021664,0.925208711789285,False
2792,4.833414,172.4555,-0.003942804108990917,-1.12289467015471,False
1068,9.690818661,199.990219,0.6372480456011722,-0.9392017020179501,True
122,10.04672315,114.983787,-1.342265395771126,-0.925742425610012,False
1957,14.21751959,277.63748,2.4453911851137566,-0.7680149906879842,True
1881,5.731198479,169.992756,-0.06129181565977513,-1.0889430628244134,False
1496,29.68889421,149.97755,-0.527378538471944,-0.1829324366397793,False
6611,70.91142,179.9476,0.1705229663647702,1.375984031089783,False
1175,9.314854212,94.972827,-1.8082532435467322,-0.9534195879818701,False
1426,10.3444125,149.937833,-0.5283034136078747,-0.9144846770589687,True
3378,14.77367,137.4978,-0.8179898756230661,-0.746982993835092,False
7861,57.55841,179.9476,0.1705229663647702,0.8710118882181482,False
8205,64.44587,184.967,0.2874078835863771,1.1314756664331476,False
3194,8.373701,222.6792,1.1655979810571235,-0.9890112751171424,True
9106,67.97714,117.4686,-1.284402471553855,1.2650180646608369,False
6450,48.38433,222.6326,1.1645128240378526,0.5240747679377166,False
8939,65.71805,137.4392,-0.8193544722181149,1.1795858274169586,False
9956,58.40629,182.447,0.22872557267303098,0.9030762527695115,False
4016,22.48816,169.9741,-0.0617262510535849,-0.4552433376480753,False
223,2.581692044,134.950905,-0.8772984804856242,-1.208048269326165,False
1676,1.019306038,162.468917,-0.23649668052483772,-1.2671331804767199,True
559,6.013261132,217.470195,1.0442978021050702,-1.0782762706697255,False
8425,51.53674,172.4705,-0.003593504639268938,0.6432897788536053,False
7814,51.74735,184.961,0.28726816379848813,0.6512544387325534,False
562,1.894776657,162.465269,-0.23658163015587413,-1.2340254186688888,True
8722,59.94097,124.9781,-1.1095315136952157,0.9611134030616361,False
800,8.063547235,232.62403,1.3971795707556827,-1.0007403917231927,True
3272,1.524132,207.6094,0.8146731044690521,-1.248042125515451,True
7165,66.68874,144.9607,-0.6442040747836978,1.2162945102805274,False
7954,68.9214,179.9476,0.1705229663647702,1.3007272415151918,False
3124,8.161424,132.466,-0.9351635470729764,-0.9970389761053362,False
281,1.586331702,129.948316,-0.9937919261481972,-1.2456899130326535,False
2769,13.12228,119.9568,-1.22646067551632,-0.8094337781164479,False
4725,12.79286,132.466,-0.9351635470729764,-0.8218914878990943,False
8451,61.13096,149.9845,-0.5272166963843063,1.0061153764216364,False
247,12.73622643,137.497825,-0.8179892934572834,-0.8240332053995956,False
4345,17.95225,139.965,-0.760537098843143,-0.6267783093565422,True
1127,22.16579367,114.972827,-1.3425206172503366,-0.46743429807196213,False
9748,70.35289,182.4833,0.2295708773897592,1.3548620450388404,False
6847,65.0113,139.9568,-0.7607280492199249,1.1528585904887658,False
167,8.044444101,149.959755,-0.5277929240761914,-1.0014628168926147,True
8214,67.68938,232.6707,1.3982663578391454,1.2541358153527975,False
3039,7.72199,252.6378,1.8632328539652832,-1.0136570965613723,True
3502,11.21716,159.9794,-0.29446914505581406,-0.8814798957204645,False
8484,60.26349,172.4555,-0.003942804108990917,0.9733101748396066,False
5151,52.61686,194.9882,0.5207678733184489,0.684136787202922,False
6030,69.02601,149.9621,-0.5277383169257583,1.3046832885686876,False
4328,4.51753,252.6378,1.8632328539652832,-1.1348404876429665,True
4825,5.156634,169.9378,-0.06257155577031247,-1.1106714264052506,False
1578,11.53737155,242.643514,1.6304996006284185,-0.8693704228318987,True
160,2.600063739,162.482694,-0.2361758606052133,-1.2073535050601054,True
6663,55.50261,159.9476,-0.2952096599316254,0.793267489665649,False
1755,6.805071944,124.964303,-1.1098527993474663,-1.048332280327131,False
6947,69.03568,182.4608,0.22904692818517558,1.3050489799462548,False
9650,66.37555,207.6386,0.8153530741034448,1.204450572065401,False
6689,62.78784,265.1283,2.15409452240304,1.068773776593669,False
7479,69.02789,255.1336,1.9213516284008105,1.3047543847206862,False
8139,44.03142,242.6106,1.6297331444453225,0.35946032591847393,False
4203,19.48432,207.6094,0.8146731044690521,-0.568839861700969,True
695,1.570209934,152.44408,-0.4699413637350015,-1.2462995915795763,True
2174,9.759887,172.4733,-0.003528302071587264,-0.9365897375882513,True
161,11.92299244,182.467607,0.2292054402845351,-0.8547873582524992,True
784,2.968358466,114.950905,-1.3430311067820198,-1.1934256657563445,False
3265,8.640886,157.4698,-0.3529092750034859,-0.9789071126853642,True
8396,68.00942,235.1372,1.4557028339771483,1.2662388007174936,False
3371,11.32725,139.9792,-0.7602064286784728,-0.8773166109473131,False
1654,14.5222363,200.132293,0.6405564704585941,-0.7564914877461386,True
4924,7.704074,174.9744,0.05471389150990868,-1.014334627763078,True
4947,4.171617,204.9634,0.7530566780100392,-1.1479219148909918,True
772,8.446160069,104.992311,-1.5749332136739964,-0.9862710831047486,False
8248,62.84168,220.1615,1.1069692293958013,1.0708098493721816,False
4699,16.37611,222.65,1.1649180114227307,-0.6863833567028482,True
8519,62.8566,197.6288,0.5822585519683622,1.071374080535915,False
713,5.759571228,277.63748,2.4453911851137566,-1.0878700876778593,True
1135,8.721905501,252.637807,1.8632330169717026,-0.975843189941776,True
6741,49.05868,152.5104,-0.46839699434620286,0.5495767307569978,False
8354,71.53791,162.4538,-0.23684870453042392,1.3996760674012696,False
9501,65.44538,204.9634,0.7530566780100392,1.169274238180014,False
4870,6.749571,104.9781,-1.5752641399916114,-1.0504311651945188,True
2359,9.25848,147.5031,-0.5850001433289003,-0.9555514973143983,False
9772,44.15083,162.5005,-0.23576121884802215,0.36397606608344824,False
6480,44.72714,164.9647,-0.1783783019620431,0.385770440210207,False
3484,27.44938,204.9634,0.7530566780100392,-0.26762437423401275,False
2071,5.26792,124.9781,-1.1095315136952157,-1.1064629123779555,False
6935,64.11078,139.9512,-0.7608584543552875,1.118803533681442,False
2303,13.71891,225.1457,1.2230344571951264,-0.7868709604744702,True
5114,58.16576,230.1051,1.3385221765378434,0.8939801051949262,False
9415,70.90623,179.9476,0.1705229663647702,1.375787760329744,False
943,1.550579619,177.65076,0.11703730009563948,-1.2470419532067145,True
434,3.508974199,192.470522,0.46213963396301566,-1.1729811453700698,True
44,8.798394712,242.632554,1.6302443791492078,-0.9729505896377824,True
1286,10.34247598,129.948316,-0.9937919261481972,-0.9145579106335796,True
543,14.71424943,194.976769,0.5205016838358888,-0.749230107599221,True
3704,2.14479,104.9781,-1.5752641399916114,-1.224570638543568,True
6638,68.86592,159.9656,-0.29479050056795864,1.2986291486891908,False
5120,64.37387,182.4653,0.22915171802609244,1.12875283508001,False
2143,13.17391,127.4958,-1.0509027620338938,-0.8074812811336356,True
4337,6.186286,150.007,-0.5266927471797227,-1.0717329715660746,False
6686,64.71582,255.1336,1.9213516284008105,1.1416843931523062,False
3754,7.704545,119.9568,-1.22646067551632,-1.0143168159079763,False
1103,6.435331488,124.97808,-1.1095319794278418,-1.0623147929121328,False
4555,5.798779,187.656,0.3500256351919273,-1.0863873633599668,True
7645,56.45799,182.4538,0.22888392176597172,0.8293971926956553,False
8123,64.07652,230.1051,1.3385221765378434,1.117507919762574,False
1340,2.834098048,240.114868,1.5716159535007246,-1.1985030056954518,True
2553,1.500126,232.6415,1.3975863882047526,-1.2489499628691096,True
7090,43.6544,159.9512,-0.2951258280588919,0.345202522074587,False
6734,66.43277,172.4404,-0.004294432241844456,1.2066144666491028,False
3805,14.56715,129.995,-0.9927048130518962,-0.7547929817663412,False
6330,57.29968,167.4564,-0.12035500271490646,0.8612274693848532,False
3906,8.666281,157.4836,-0.35258791949134133,-0.9779467473768515,False
5675,61.60654,149.9483,-0.528059672437903,1.0241004338511517,False
4979,8.618298,255.1417,1.92154025011446,-0.9797613253882069,True
7193,53.77192,154.9755,-0.4109931194920405,0.7278178091856293,False
8856,69.74686,242.6106,1.6297331444453225,1.3319437466368698,False
1581,17.78302494,175.133074,0.05840887444715618,-0.6331779107329945,True
3385,12.15758,117.4392,-1.2850870985145104,-0.8459159365382769,True
4768,10.62816,187.6094,0.3489404781726564,-0.9037541688732137,True
728,11.70347852,139.934918,-0.7612376072863553,-0.8630887385834173,False
6952,69.71587,95.01949,-1.8071666194696885,1.3307717946419566,False
8290,57.81039,230.1344,1.3392044748353678,0.8805410416120866,False
4254,1.14019,127.525,-1.050222792399501,-1.2625616993402609,False
6863,64.89046,149.9447,-0.5281435043106358,1.1482887718677501,False
1868,7.32906366,190.12704,0.4075678326360993,-1.0285164320895048,True
8718,66.19707,172.4624,-0.0037821263529186216,1.19770097567779,False
2431,11.13625,139.9875,-0.7600131496385594,-0.8845396774535526,False
6598,63.75133,139.9349,-0.7612380264457191,1.1052101763219244,False
8656,63.57829,187.4673,0.3456314478628205,1.0986663049698842,False
8320,64.52797,245.1457,1.688767083491522,1.1345804505177666,False
144,3.237560234,137.461553,-0.8188339461483345,-1.183245235003144,True
4841,8.71167,137.4616,-0.8188328516766628,-0.9762302669284132,True
4038,1.25577,172.4705,-0.003593504639268938,-1.2581907986764327,True
938,15.90065569,192.440432,0.4614389392267527,-0.7043636609007972,False
4216,5.527407,174.9919,0.055121407557917654,-1.0966498659983501,False
9181,52.79539,147.4713,-0.585740658204711,0.6908882744456389,False
7136,71.11027,175.1331,0.05840947989957082,1.3835039618477185,False
5773,59.1618,114.9728,-1.3425212459893818,0.9316474515974125,False
258,6.73327535,114.997564,-1.3419445758515018,-1.0510474194547932,False
9833,62.10686,149.9915,-0.5270536899651025,1.0430210863872864,False
4115,9.710957,139.9678,-0.7604718962754613,-0.9384401283953209,False
2172,3.523461,197.484,0.5788866477539761,-1.1724332965371604,True
9514,58.66601,104.9629,-1.5756180967875963,0.9128981105339123,False
3512,13.9749,137.4872,-0.8182367139150035,-0.777190160501003,False
7905,62.2937,242.6281,1.6301406604933315,1.0500868337486782,False
3325,10.13511,172.4579,-0.00388691619383548,-0.9223998910768862,False
5257,54.11264,270.1604,2.271275179842344,0.7407028522223096,True
3446,8.612943,149.9483,-0.528059672437903,-0.9799638359700964,False
4707,18.75702,167.4564,-0.12035500271490646,-0.5963442400778698,False
5039,70.79968,212.6228,0.93141830190277,1.3717583480981217,False
6911,42.38378,124.9607,-1.1099367010800933,0.2971513557700941,False
593,3.775528995,114.972827,-1.3425206172503366,-1.1629008154273204,False
3558,14.74297,149.9741,-0.5274588773499805,-0.7481439788703881,False
5635,65.29309,139.9512,-0.7608584543552875,1.1635150716971074,False
9119,58.57229,157.4698,-0.3529092750034859,0.9093538917225785,False
9578,62.67368,159.9656,-0.29479050056795864,1.0644565762148608,False
6806,45.12287,194.9768,0.5205024057214598,0.4007358020348886,False
6784,53.33926,235.1372,1.4557028339771483,0.711455861779401,False
5322,44.64514,277.6375,2.445391650846383,0.38266943783580043,False
1192,12.41932486,127.474951,-1.0513882650101765,-0.8360175044364634,False
4536,21.55836,144.9607,-0.6442040747836978,-0.49040567920567507,False
2749,11.38275,267.6647,2.2131587340699483,-0.8752177617792696,True
7721,60.69643,172.4848,-0.0032605058114665506,0.9896827110344305,False
6602,57.31296,194.9768,0.5205024057214598,0.8617296805010983,False
9395,67.19978,117.4686,-1.284402471553855,1.235620562151463,False
5140,61.35427,262.6106,2.0954657707417175,1.0145603134975962,False
6318,68.18425,152.4441,-0.4699408980023757,1.272850364682341,False
7340,68.29561,195.0062,0.5211870326821156,1.2770616771751933,False
9313,60.58029,212.6228,0.93141830190277,0.9852906327934113,True
7198,69.91626,179.9476,0.1705229663647702,1.3383499637371679,False
5238,67.60865,252.6378,1.8632328539652832,1.251082840698092,False
8179,64.49464,172.4705,-0.003593504639268938,1.133320006503877,False
818,10.26390461,172.44408,-0.004208737438605854,-0.9175292521571207,False
8608,68.50985,147.4893,-0.5853214988410449,1.2851636131348623,False
2741,7.193929,127.4421,-1.0521532541354999,-1.0336268333276097,True
2033,4.600655,159.965,-0.29480447254674735,-1.1316969410286672,False
9481,66.82161,222.6609,1.1651718357040621,1.2213192686401302,False
2852,12.86853,169.9671,-0.06188925747278876,-0.819029867781151,True
6354,62.56252,194.9882,0.5207678733184489,1.0602528271424339,False
6274,49.21371,152.4441,-0.4699408980023757,0.5554395160997323,False
9742,61.73668,155.0084,-0.41022698932178325,1.0290219515219474,False
7372,64.22853,107.482,-1.516956743842434,1.1232564974568853,False
1450,1.84918194,147.478341,-0.5855766970336237,-1.2357496787381255,False
5868,64.11549,152.4441,-0.4699408980023757,1.1189816522324592,False
5180,71.57982,117.4835,-1.2840555007472638,1.4012609821514084,False
6215,56.7422,147.4421,-0.5864206278391038,0.8401451912911438,False
8150,55.31399,242.6143,1.6298193049811869,0.7861344278624715,False
6885,44.34553,124.9643,-1.1098528692073604,0.3713390558675573,False
5271,67.33169,152.4624,-0.46951475264931425,1.2406090160930232,False
9474,56.22378,129.9483,-0.9937922987342986,0.8205400492065118,False
4894,6.994401,147.4738,-0.585682441626424,-1.0411724040807877,False
2662,11.46674,132.4798,-0.9348421915608318,-0.8720415033716304,False
6540,36.7649,240.1149,1.5716166986729267,0.0846615969712486,True
3664,4.561449,182.497,0.22988990423877223,-1.1331795983346549,False
2694,4.431604,117.472,-1.2843232970073846,-1.1380899599603231,False
5568,65.33504,105.011,-1.574498009821354,1.1651014991313313,False
2204,19.68549,200.1185,0.6402352779528689,-0.5612321952660987,True
8893,71.64551,225.1457,1.2230344571951264,1.4037451875901252,True
6298,61.64252,277.6513,2.4457130063585275,1.0254610931856776,False
3588,3.895605,112.4551,-1.4011499976507038,-1.1583598888832443,False
2025,4.773251,232.6378,1.3975002276688875,-1.1251698604699711,True
6399,51.45585,125.0073,-1.1088515440608229,0.6402307534625595,False
1470,1.262037303,227.475448,1.2772864399275652,-1.2579537874388214,True
4303,2.865504,187.6094,0.3489404781726564,-1.197315323601275,True
6667,55.61318,114.9658,-1.3426842524085858,0.7974489266478214,False
2437,19.93923,242.6573,1.6308206301277242,-0.551636483772417,True
6062,45.58687,184.967,0.2874078835863771,0.41828293742177425,False
52,5.486534225,149.962093,-0.5277384799321772,-1.0981955559047354,False
7553,52.24584,179.9476,0.1705229663647702,0.6701058859717963,False
2082,12.47887,200.1652,0.6413227636352707,-0.8337656797959223,True
