Population,Area,Children,Age,Income,Marital,Gender,Churn,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year
6279,Rural,0,49,39225.15,Married,Female,False,9.296558028,14,2,0,False,One year,False,False,Fiber Optic,False,True,False,True,False,True,False,False,False,Auto,6.525380768,179.965581,703.8007764
392,Urban,2,77,32659.08,Not_Married,Female,False,6.736876666,14,1,0,True,Month-to-month,True,False,Fiber Optic,True,False,False,True,False,True,False,True,True,Check,16.08388872,182.446995,1544.501137
3102,Suburban,1,35,13870.96,Not_Married,Male,True,8.792014962,12,1,0,False,Month-to-month,False,False,Fiber Optic,True,False,True,True,True,False,True,True,True,Auto,12.95969924,245.145743,1896.10656
3752,Suburban,8,34,21101.14,Not_Married,Female,True,8.190421561,14,0,1,False,Two Year,False,True,None,True,True,True,True,False,False,True,True,True,Auto,12.18544178,232.652038,1991.187997
1426,Suburban,2,43,49065.88,Married,Female,True,5.271292905,8,1,1,False,Month-to-month,True,True,DSL,True,True,True,True,False,False,True,True,True,Check,10.85865384,245.128318,2081.752385
13607,Urban,2,59,18081.88,Not_Married,Male,True,7.033849177,9,2,1,False,Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,True,True,False,Auto,15.34839938,277.651257,2115.879744
57,Urban,1,58,45101.92,Married,Male,False,3.423741645,9,2,1,False,Two Year,False,False,DSL,True,False,True,True,True,True,False,False,True,Auto,7.355635728,142.500692,1357.285615
5964,Urban,3,75,30450.19,Not_Married,Male,True,13.24531173,18,2,0,False,Month-to-month,False,False,DSL,True,False,False,True,True,False,True,False,False,Auto,5.705926395,152.457857,1308.999159
10499,Rural,4,63,54750.08,Not_Married,Female,True,9.892901128,13,0,1,False,Month-to-month,True,False,Fiber Optic,True,True,True,False,True,True,True,True,True,Auto,6.70301496,267.664655,1319.229599
3634,Urban,0,57,24095.07,Married,Female,True,8.278493187,8,1,0,False,One year,True,True,Fiber Optic,True,True,False,True,True,True,False,True,True,Auto,7.367492072,227.475448,991.3985734
46589,Urban,1,63,53817.02,Not_Married,Male,True,13.34913229,10,1,0,False,Month-to-month,True,False,Fiber Optic,True,False,False,False,False,False,False,True,False,Auto,1.030630574,147.442069,310.1585772
20760,Urban,0,42,20733.74,Not_Married,Female,True,7.83125489,17,0,0,False,Month-to-month,True,False,DSL,True,True,False,False,False,False,True,False,True,Check,6.735271694,149.944668,1254.943448
39478,Suburban,7,37,36790.23,Not_Married,Female,True,10.45355154,7,0,0,False,Month-to-month,False,False,Fiber Optic,True,False,False,False,True,False,True,True,True,Auto,7.506056361,220.132293,1411.150345
163,Suburban,4,60,35949.37,Married,Male,False,5.80921457,13,0,0,False,Month-to-month,False,True,DSL,True,False,False,True,True,True,False,False,True,Auto,20.51922799,139.983006,2446.475453
5943,Urban,4,38,73242.41,Married,Male,True,11.41757633,12,0,0,False,Month-to-month,True,False,None,True,False,False,True,False,True,True,False,False,Auto,9.320973584,139.9678,1262.985557
2835,Suburban,4,50,12802.32,Not_Married,Nonbinary,False,7.819201487,10,1,0,False,Two Year,False,False,DSL,True,True,True,False,True,False,False,False,False,Auto,7.387393996,140.00128,1365.994148
506,Rural,8,85,20555.47,Not_Married,Female,False,8.088434368,9,0,0,False,Two Year,False,False,Fiber Optic,True,True,False,False,False,False,False,False,True,Auto,8.758613325,144.960655,916.7201648
2275,Rural,0,18,60956.22,Not_Married,Male,False,11.05788928,15,0,1,True,Month-to-month,True,True,Fiber Optic,True,False,True,False,False,False,False,True,False,Auto,6.289468375,149.959755,933.01364
299,Suburban,0,37,27149.34,Married,Female,True,10.11721314,8,0,0,False,Month-to-month,True,False,Fiber Optic,True,True,False,False,True,True,True,False,True,Auto,2.613920398,194.976769,609.6168115
5651,Suburban,1,37,19533.5,Not_Married,Male,True,11.64173568,11,0,0,False,Month-to-month,True,False,DSL,True,True,True,False,True,False,True,False,False,Auto,11.29271486,164.985293,1882.951404
36923,Rural,4,74,102080.72,Not_Married,Female,False,10.14600151,10,1,0,True,One year,False,False,DSL,True,True,True,False,True,True,False,False,True,Auto,11.57257501,152.510442,1638.383088
39,Suburban,8,76,30434.99,Married,Male,False,11.30992672,8,0,1,False,Month-to-month,False,False,Fiber Optic,True,False,True,False,True,False,False,False,True,Check,15.02077659,127.495766,1630.020341
20195,Rural,1,62,10852.14,Not_Married,Female,False,6.236748796,11,3,0,False,One year,True,False,DSL,True,True,False,False,True,False,False,True,True,Auto,14.28406007,172.470522,1887.699697
6017,Rural,3,42,52352.24,Not_Married,Male,True,7.219910689,8,1,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,False,True,True,Auto,4.759938908,194.974431,897.6280912
1387,Suburban,3,81,57874.62,Not_Married,Female,False,8.759756787,14,1,0,False,One year,False,True,Fiber Optic,True,False,False,False,True,False,False,False,True,Check,2.758173633,124.97808,297.4433143
128,Urban,3,80,54587.66,Married,Male,True,14.60495207,12,2,0,False,Two Year,False,False,DSL,True,True,False,True,False,False,True,True,True,Auto,7.441432103,242.610632,1683.078344
371,Urban,0,50,14053.15,Not_Married,Male,True,14.17602329,14,0,0,True,Month-to-month,True,False,DSL,True,True,True,True,True,True,True,False,True,Check,10.06145053,199.990219,1806.970628
813,Suburban,2,21,51419.56,Not_Married,Female,True,8.11725589,9,0,0,False,Month-to-month,False,True,Fiber Optic,True,False,False,True,True,True,True,False,False,Auto,16.37219797,184.967019,1873.00718
314,Urban,0,41,20917.65,Not_Married,Male,False,12.39190153,13,1,1,True,One year,True,True,Fiber Optic,True,False,False,False,False,False,False,True,True,Auto,2.160066882,147.442069,444.0474919
266,Suburban,4,71,48597.98,Not_Married,Male,True,10.84404672,11,1,1,True,Month-to-month,True,False,Fiber Optic,True,True,True,False,False,True,True,True,False,Auto,1.871917709,255.141716,859.0587897
1700,Urban,3,45,34497.95,Not_Married,Female,True,7.583070893,8,1,0,False,Month-to-month,False,False,DSL,True,True,False,False,False,False,False,True,True,Check,16.75283806,159.947583,2122.146303
9916,Suburban,2,46,19080.13,Not_Married,Male,True,11.02448303,12,0,0,False,Month-to-month,False,True,DSL,True,False,False,True,False,False,True,True,False,Auto,20.16532013,210.105118,2734.384392
4292,Rural,0,58,21210.4,Not_Married,Male,False,8.510124671,11,0,0,False,Two Year,False,True,DSL,True,True,True,False,False,True,True,False,True,Auto,7.753271168,164.971516,1412.478266
2258,Suburban,0,87,22484.19,Not_Married,Male,False,14.5077828,13,1,0,False,Month-to-month,True,False,None,True,True,True,False,False,True,False,False,True,Check,3.663316236,127.511223,408.200312
411,Suburban,1,18,38028.33,Not_Married,Female,True,7.823397558,12,1,1,False,Month-to-month,False,False,Fiber Optic,True,False,True,False,False,True,True,False,True,Auto,11.4488726,152.466002,1344.718981
8691,Urban,0,50,29940.45,Not_Married,Male,True,7.065505359,10,1,0,False,Month-to-month,True,True,Fiber Optic,True,True,False,False,False,False,True,False,True,Auto,8.315973557,169.944668,991.7932314
47493,Urban,6,31,104519.8,Married,Male,True,6.836041233,15,0,1,False,Month-to-month,False,False,None,True,False,False,False,True,True,False,True,False,Auto,1.515290738,139.99789,698.1794441
206,Rural,3,27,84597.17,Not_Married,Female,False,8.407938599,14,3,2,True,Two Year,False,False,Fiber Optic,True,False,False,True,True,False,False,True,True,Auto,9.324505434,182.460772,1266.19109
471,Suburban,1,44,29579.69,Not_Married,Female,True,4.708283677,11,1,0,False,Two Year,True,False,Fiber Optic,True,True,False,True,False,False,False,True,True,Check,10.16298067,202.443347,1204.39272
497,Rural,3,45,69222.79,Not_Married,Male,True,15.42891992,17,0,1,False,Two Year,False,False,DSL,True,True,False,False,False,True,True,True,False,Auto,6.215774391,232.62403,1607.735971
860,Suburban,1,33,76046.62,Not_Married,Male,False,9.004832636,6,1,0,True,One year,True,True,None,True,True,False,True,False,False,False,False,False,Auto,2.667736094,134.980139,548.9193645
1458,Rural,0,36,29759.61,Married,Male,False,6.802850752,11,0,1,False,Month-to-month,True,False,DSL,True,False,True,True,True,False,True,False,False,Auto,10.68004106,154.975543,1827.283455
247,Urban,3,47,73746.35,Married,Female,False,15.0321318,12,0,0,False,Month-to-month,False,False,Fiber Optic,True,False,False,True,True,False,False,True,False,Check,8.133269102,182.460772,1103.011016
543,Suburban,0,56,54109.79,Married,Male,False,7.276553998,10,1,0,False,Month-to-month,False,False,Fiber Optic,False,True,False,True,True,False,True,False,True,Auto,1.789830613,204.963371,616.51937
3039,Suburban,2,81,34414.89,Not_Married,Male,True,10.5336786,15,1,1,False,Month-to-month,True,True,None,True,True,False,False,True,False,True,True,True,Auto,2.699998442,220.161527,838.173682
2701,Suburban,4,26,5920.06,Not_Married,Female,True,12.56737024,13,0,0,False,One year,False,True,None,True,True,True,False,False,True,True,True,True,Auto,2.661310881,222.665436,1024.224748
384,Suburban,3,33,46973.08,Not_Married,Male,False,10.99110627,14,1,0,True,One year,True,False,DSL,True,False,True,True,True,False,True,False,True,Auto,23.10105854,154.975543,2947.224753
7122,Urban,0,47,165151.02,Not_Married,Male,False,11.17549194,10,1,0,True,One year,False,False,DSL,True,False,False,False,False,False,False,True,True,Auto,6.267383901,127.442069,1174.414663
319,Suburban,2,61,5875.01,Not_Married,Male,True,11.36888104,12,1,1,False,Month-to-month,False,True,DSL,False,False,True,True,False,False,True,False,True,Check,6.856207666,142.452604,1408.424309
17585,Rural,1,80,84805.71,Not_Married,Female,False,14.21094097,11,1,1,False,One year,True,True,Fiber Optic,True,False,False,False,True,False,True,False,False,Auto,13.72354614,149.962093,1333.444788
1420,Rural,1,75,14289.15,Married,Male,False,10.14631572,9,1,0,False,Two Year,True,False,Fiber Optic,True,True,True,True,False,False,True,False,True,Auto,24.3036064,194.958118,2419.797484
1897,Suburban,0,78,2488.36,Not_Married,Female,True,7.446156322,15,2,0,False,Month-to-month,False,True,DSL,True,False,True,False,True,True,False,True,True,Auto,6.027648047,154.991856,1135.519834
2473,Urban,1,75,10494.28,Not_Married,Female,True,10.7481104,14,1,1,False,Month-to-month,False,True,None,True,False,False,True,False,True,False,True,False,Auto,9.490754438,149.970715,980.0465426
7825,Suburban,0,58,15537.16,Not_Married,Male,True,11.6424418,5,1,0,False,Two Year,False,False,DSL,True,True,True,True,False,False,True,True,False,Check,9.727109482,245.128318,1925.341061
7637,Urban,0,46,40743.83,Not_Married,Female,False,12.81300692,12,0,0,False,One year,False,False,Fiber Optic,True,True,False,False,False,True,True,False,False,Auto,19.93726012,182.45383,1914.400241
35763,Suburban,4,28,63963.83,Not_Married,Male,False,6.784802038,12,0,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,False,False,False,Auto,1.662826246,144.960655,481.3363042
2267,Urban,0,43,78249.99,Married,Female,True,6.462473731,7,2,0,False,Month-to-month,False,True,None,True,True,False,False,True,False,True,True,True,Auto,8.406444381,220.161527,1321.712528
214,Urban,1,66,43551.35,Married,Female,False,9.082948983,10,1,0,False,One year,False,False,DSL,True,True,False,False,True,False,False,True,False,Auto,2.405574983,172.470522,901.2877149
613,Suburban,1,84,48376.42,Not_Married,Male,True,8.55142407,10,1,0,True,Month-to-month,False,True,DSL,True,True,False,True,False,True,True,True,False,Auto,14.10031907,255.119794,2158.332479
1397,Rural,1,69,57730.91,Not_Married,Female,False,8.943037777,10,1,0,False,Two Year,False,True,DSL,True,False,False,False,False,False,False,False,True,Auto,4.186523762,92.455141,720.6019295
3098,Rural,3,20,30861.42,Married,Male,True,6.3246769,14,0,1,False,Month-to-month,True,False,None,True,False,True,False,False,False,True,False,False,Auto,14.93006551,107.48056,1727.703167
719,Rural,2,35,51510.02,Not_Married,Male,True,12.55061484,8,0,2,False,One year,True,True,Fiber Optic,True,False,True,False,True,True,True,True,True,Auto,17.34018575,235.159141,2196.151925
3547,Suburban,1,88,7833.53,Not_Married,Male,True,11.14280011,17,2,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,True,True,True,Auto,7.858862202,252.637807,1207.144714
228,Suburban,0,71,29709.19,Not_Married,Female,True,10.58657312,16,1,0,False,Month-to-month,False,False,DSL,True,False,True,True,False,False,False,True,True,Auto,8.482460246,152.455519,1364.133317
24198,Rural,4,86,37041.5,Married,Male,True,7.1113897,17,1,0,False,One year,True,True,DSL,True,False,False,True,True,False,False,True,True,Auto,7.644184483,162.460772,1461.63461
8100,Rural,4,24,11638.79,Not_Married,Female,False,10.41978703,13,0,0,True,Two Year,True,False,DSL,True,False,False,False,False,False,False,False,False,Auto,13.82541752,92.455141,1750.284767
41,Suburban,3,76,8523.51,Not_Married,Female,False,11.72281518,13,1,0,False,One year,True,False,Fiber Optic,True,False,False,False,True,False,False,True,False,Auto,7.772523197,159.965008,884.3816817
12562,Suburban,5,33,108059.11,Not_Married,Male,False,11.31837362,18,0,1,False,One year,False,False,Fiber Optic,True,True,False,True,True,False,True,False,False,Auto,24.77634001,204.963371,2729.316361
13553,Urban,0,79,56096.93,Not_Married,Female,False,12.55721923,22,0,0,False,One year,True,True,None,True,False,True,False,True,False,True,True,True,Auto,13.28713487,190.173699,1606.847228
34308,Suburban,1,76,73422.83,Not_Married,Female,True,10.25266403,9,1,0,False,Month-to-month,False,False,None,True,True,True,False,True,True,False,True,True,Auto,6.403155881,175.02109,862.0866469
117,Suburban,0,24,66702.94,Not_Married,Male,True,12.9605554,12,1,0,True,Two Year,True,False,None,True,True,False,True,True,False,True,True,False,Auto,15.08846657,242.657291,2072.561109
1443,Suburban,1,77,37670.96,Not_Married,Female,True,7.789802026,10,1,0,False,Month-to-month,False,True,DSL,True,False,True,False,False,True,True,True,False,Auto,8.785452901,202.636202,1608.002659
170,Urban,1,62,79432.6,Not_Married,Male,True,9.985414526,13,1,0,True,Month-to-month,True,False,None,False,False,False,False,False,True,True,True,False,Auto,6.820250541,187.642236,1054.514104
4389,Urban,0,21,21786.91,Not_Married,Female,True,9.777239043,8,1,0,False,Month-to-month,False,True,Fiber Optic,False,True,True,True,True,True,True,True,True,Check,3.319853958,290.160419,1150.574869
136,Rural,2,39,52189.94,Married,Male,False,12.84477246,13,3,0,True,Two Year,True,False,DSL,True,False,True,True,True,False,False,True,True,Auto,13.84769517,164.978458,2137.666732
222,Suburban,4,23,44610.48,Married,Male,False,8.965640601,14,0,1,True,Two Year,True,True,Fiber Optic,True,False,False,True,True,True,False,True,False,Auto,16.15614223,194.969934,1956.469091
3929,Urban,3,87,53591.84,Not_Married,Female,True,7.587447184,9,1,1,False,Month-to-month,True,False,DSL,True,True,False,True,False,False,True,True,False,Check,7.860641328,242.610632,1647.423104
1060,Suburban,0,27,43976.9,Married,Male,False,12.57357797,19,1,0,False,One year,False,False,Fiber Optic,True,False,False,False,False,True,False,False,False,Auto,6.805071944,124.964303,715.1931007
2034,Rural,0,60,19990.22,Not_Married,Female,True,4.843884364,14,2,1,False,One year,True,False,None,True,False,False,True,True,True,True,True,False,Auto,7.712199324,222.660939,1235.453213
29460,Rural,3,80,39181.25,Not_Married,Female,True,10.38437058,16,0,1,False,Month-to-month,True,False,None,True,True,False,False,False,False,True,False,True,Auto,5.402712746,137.468388,700.0279564
208,Urban,1,56,25777.88,Not_Married,Male,True,14.67675595,13,2,0,False,Two Year,True,False,Fiber Optic,True,False,False,False,True,True,True,True,True,Check,2.066037377,232.641455,769.7818684
24278,Suburban,2,20,59418.66,Not_Married,Male,True,9.8699522,8,0,0,False,Month-to-month,True,True,DSL,True,False,True,False,True,True,False,True,False,Auto,3.752354376,154.991856,1283.103476
18937,Urban,1,39,38306.27,Not_Married,Male,True,16.75470959,10,0,0,False,Month-to-month,True,False,DSL,True,True,False,True,True,False,False,True,True,Auto,11.32652677,194.966286,1897.050575
21282,Urban,3,30,34393.76,Not_Married,Male,False,8.763640466,8,2,0,False,One year,False,False,Fiber Optic,False,False,True,True,False,False,True,True,True,Auto,17.96501147,232.622804,2299.047664
24838,Suburban,3,47,37526.82,Not_Married,Male,True,12.1859369,14,1,0,False,One year,False,False,None,True,True,True,True,True,True,True,True,True,Auto,1.051188042,257.684139,1018.848617
18722,Rural,6,35,3050.98,Not_Married,Female,False,8.242312444,10,2,0,False,Two Year,False,False,Fiber Optic,True,False,True,True,False,False,True,False,True,Auto,13.63916478,162.452604,1712.040252
907,Rural,2,66,6284.19,Married,Nonbinary,False,9.217002771,13,0,0,False,Month-to-month,False,True,DSL,True,False,False,False,False,False,False,False,True,Auto,16.64092048,92.455141,1777.880577
9022,Rural,2,76,53247.58,Not_Married,Female,True,9.75859429,12,0,1,False,Month-to-month,False,False,DSL,True,True,True,True,False,False,False,True,False,Auto,1.042724425,184.961033,871.6644442
6871,Suburban,2,70,25019.9,Not_Married,Male,True,11.34236064,12,0,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,False,False,False,True,False,True,Auto,17.1001258,172.462354,1782.747566
19100,Suburban,0,44,16301.48,Not_Married,Female,False,9.415068375,12,1,1,False,Month-to-month,False,True,Fiber Optic,True,False,False,False,False,False,False,False,True,Auto,2.779431223,112.455141,242.9947554
230,Urban,3,73,12134.83,Married,Female,False,10.65731963,10,0,1,False,Month-to-month,False,False,Fiber Optic,True,False,True,True,True,False,False,False,True,Check,15.12166154,149.99153,1505.903299
1393,Rural,0,72,32396.94,Not_Married,Female,False,7.011648779,13,1,0,False,Month-to-month,False,True,Fiber Optic,True,False,True,False,False,True,False,True,True,Check,2.661325529,162.468917,380.7222437
64417,Urban,1,42,88000.08,Not_Married,Female,True,8.349506731,13,2,0,False,Month-to-month,True,True,DSL,True,False,False,True,True,False,False,False,True,Auto,5.118556082,127.473844,1064.629876
3521,Suburban,0,58,18406.73,Not_Married,Female,True,9.299310376,10,2,0,False,Month-to-month,True,False,None,True,False,False,True,False,False,True,False,True,Auto,7.217041327,127.458638,850.5053759
134,Suburban,1,68,7655.2,Not_Married,Male,True,12.84944852,6,1,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,False,False,False,True,True,True,Check,2.693860703,240.114868,764.3624669
1451,Suburban,8,19,32102.68,Not_Married,Female,False,5.430446293,6,1,0,False,One year,False,False,None,True,True,False,False,True,True,True,False,True,Auto,6.441555523,162.500489,1228.537824
35591,Rural,1,79,49545.55,Not_Married,Male,False,11.15775194,7,0,1,False,One year,False,True,Fiber Optic,True,False,False,True,True,True,True,False,True,Check,10.2452503,184.967019,1197.086571
98660,Suburban,5,54,77423.32,Married,Female,True,8.127707725,15,1,0,True,One year,False,False,Fiber Optic,True,True,True,False,False,False,True,True,True,Check,15.18036042,242.632554,1984.668288
18249,Suburban,3,19,27690.11,Not_Married,Male,True,9.910027332,13,1,0,False,One year,True,False,DSL,True,True,False,False,False,True,True,True,False,Auto,21.61213506,232.62403,2954.525101
167,Suburban,2,46,27219.87,Married,Female,False,13.29565706,17,0,0,False,One year,False,False,None,True,False,False,True,False,True,False,True,True,Auto,4.576705489,149.970715,703.2651223
2525,Rural,0,63,21739.61,Not_Married,Nonbinary,True,14.05990229,11,1,0,False,Month-to-month,False,False,DSL,True,True,False,True,True,False,True,True,False,Auto,8.661116617,255.133571,1745.431051
27856,Rural,0,85,32951.46,Married,Male,True,17.60288873,9,0,1,True,Month-to-month,True,True,DSL,False,False,True,False,True,False,True,True,False,Check,23.68987753,202.649979,2900.101871
140,Urban,1,64,19832.1,Married,Female,True,15.36169948,6,1,0,False,One year,True,False,Fiber Optic,False,True,False,True,True,True,True,True,True,Auto,10.73057042,287.642733,1572.393016
9400,Rural,1,21,8979.6,Married,Female,False,10.89022868,9,1,0,True,One year,True,False,Fiber Optic,True,True,False,False,False,False,False,False,True,Auto,9.46447702,144.960655,968.8971697
16169,Rural,7,18,47618.81,Not_Married,Female,False,12.65695134,7,1,0,False,Two Year,False,True,DSL,True,False,True,True,False,True,False,False,True,Check,4.106981469,129.977753,1239.519501
32000,Suburban,4,83,40031.03,Not_Married,Female,False,14.74975124,10,2,0,False,One year,False,True,None,True,False,True,False,False,False,False,True,True,Auto,2.851017432,117.483475,479.0156739
7462,Suburban,9,33,74023.61,Not_Married,Male,True,6.823241689,13,3,1,False,Month-to-month,False,False,Fiber Optic,True,False,True,False,True,False,True,False,True,Auto,6.418130939,152.479779,1257.485285
53431,Urban,1,58,9134.48,Not_Married,Male,True,11.20443812,10,2,0,False,Month-to-month,True,False,None,True,True,False,True,False,False,True,True,True,Auto,17.56134872,230.134352,2109.348841
403,Rural,1,24,22354.1,Not_Married,Female,True,9.386659049,13,0,1,False,One year,True,False,None,True,True,False,False,True,True,True,True,True,Auto,7.351090778,232.670689,1332.641107
13133,Suburban,1,88,12146.64,Not_Married,Female,False,8.244134358,13,0,1,False,Two Year,False,False,Fiber Optic,False,False,False,False,False,True,False,False,True,Auto,5.867164261,124.964303,386.8447822
1331,Urban,1,40,3730.38,Married,Female,True,10.73059843,18,1,0,False,Month-to-month,True,False,DSL,False,True,True,False,True,True,True,True,True,Auto,2.095488213,247.664655,1338.247732
6612,Suburban,0,26,56143.59,Not_Married,Female,True,7.415363166,14,0,0,False,Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,True,True,Auto,3.312263064,159.951231,509.6727126
9338,Suburban,1,70,22812.0,Married,Female,True,8.735591454,14,2,1,False,Month-to-month,False,True,None,False,True,False,False,False,False,True,True,True,Auto,6.766267697,207.638588,1044.435554
59191,Urban,2,21,12908.78,Not_Married,Female,True,7.781912069,8,2,0,False,Month-to-month,False,True,DSL,True,True,True,False,True,True,True,True,True,Check,2.542844079,247.664655,1467.981883
7233,Suburban,0,75,18189.38,Not_Married,Male,True,10.0345016,14,0,2,False,Month-to-month,True,False,DSL,True,True,False,True,True,True,False,True,True,Auto,1.796607335,207.475448,971.697137
4721,Rural,0,67,61039.69,Married,Male,True,8.247672688,15,1,1,False,Month-to-month,False,False,Fiber Optic,True,False,False,True,False,False,True,True,True,Auto,1.921647847,230.105118,695.6222319
1640,Rural,2,29,60671.21,Married,Male,False,13.82901227,12,0,1,False,Two Year,False,False,DSL,True,False,True,True,True,True,False,True,True,Auto,8.248755691,177.48762,1716.011284
26679,Suburban,4,26,21393.98,Not_Married,Male,False,13.62442766,13,1,0,False,Two Year,False,False,DSL,True,False,True,True,False,True,True,False,False,Auto,21.77701838,154.961766,2811.648182
1126,Urban,3,38,31369.76,Not_Married,Female,True,12.48448983,9,0,1,False,Two Year,False,False,DSL,True,False,False,True,True,True,True,True,False,Check,14.42671843,235.137219,2363.604752
22849,Suburban,8,20,37741.16,Not_Married,Male,False,9.961483356,10,1,0,False,Two Year,False,False,DSL,True,False,False,False,False,False,False,False,False,Auto,16.11472911,92.455141,2156.405261
1924,Suburban,2,60,27353.22,Not_Married,Female,False,12.65398405,9,0,0,False,One year,False,False,DSL,True,True,False,False,False,True,True,False,True,Auto,22.89696344,162.45383,2586.074672
4621,Rural,1,65,20872.03,Not_Married,Male,True,6.672058888,14,2,0,False,Month-to-month,True,True,Fiber Optic,True,False,False,False,False,False,True,True,True,Auto,9.273178876,207.609354,1241.342647
49,Rural,1,36,87308.01,Married,Nonbinary,False,9.246170832,7,1,0,False,Month-to-month,True,False,Fiber Optic,True,True,True,True,True,False,False,False,True,Check,8.154668093,182.497044,1062.905651
2109,Rural,3,79,37198.61,Not_Married,Male,True,8.294166484,12,0,0,True,Month-to-month,False,False,DSL,True,True,False,True,False,False,True,True,True,Auto,7.775144828,242.610632,1713.700682
533,Suburban,1,68,28837.52,Not_Married,Female,False,12.17182137,13,1,0,False,Month-to-month,True,True,DSL,True,False,True,False,False,True,False,False,False,Auto,2.932159225,107.481989,700.6270933
4827,Rural,3,29,48675.51,Not_Married,Female,True,4.586984142,14,0,0,False,One year,False,False,None,True,True,True,False,False,False,False,True,True,Check,10.25226518,149.988989,1303.670531
24653,Rural,4,87,53420.34,Not_Married,Female,False,8.120857113,9,0,1,False,Month-to-month,False,False,Fiber Optic,True,True,True,False,False,False,False,False,True,Auto,11.89492044,147.478341,1119.209685
2931,Suburban,1,34,26175.68,Not_Married,Male,True,11.19592754,12,0,0,False,Month-to-month,False,True,DSL,True,False,False,False,True,True,False,True,False,Check,8.210220142,152.47417,1496.482536
1827,Urban,0,22,84232.11,Married,Female,False,10.2831545,6,1,1,False,Month-to-month,True,False,Fiber Optic,True,True,False,True,False,True,False,False,True,Auto,8.884543585,179.965581,985.6286855
3898,Suburban,5,20,23660.7,Not_Married,Female,True,11.64845286,11,1,1,False,One year,False,False,Fiber Optic,True,False,False,False,True,False,True,True,True,Auto,6.577676916,220.132293,1329.24842
7156,Rural,0,33,45404.63,Married,Male,False,11.77757836,21,1,1,False,One year,False,False,Fiber Optic,True,True,False,False,True,True,False,True,False,Auto,2.92969581,204.979684,694.7582953
800,Urban,1,75,5418.19,Not_Married,Female,True,10.72904959,7,0,1,False,One year,True,False,None,True,True,False,True,True,True,True,True,True,Auto,8.013365588,255.166453,1313.686109
1792,Suburban,3,86,25428.86,Not_Married,Male,False,12.20196178,9,0,0,False,One year,True,True,None,True,True,True,True,True,False,False,False,True,Auto,1.84841935,150.020764,529.9370637
9635,Suburban,0,68,21087.24,Not_Married,Male,True,9.024293001,10,0,1,False,One year,False,False,Fiber Optic,True,True,False,False,False,False,False,True,False,Auto,1.884992328,179.947583,404.9361415
28147,Rural,1,60,36174.84,Married,Female,False,13.0338523,12,2,0,False,One year,False,True,None,True,False,False,False,False,True,True,False,True,Auto,9.783296825,117.472036,995.3392925
201,Suburban,0,25,21795.9,Married,Male,False,7.456656063,10,1,1,False,One year,False,False,None,True,True,False,False,True,False,True,True,True,Auto,12.70583343,220.161527,1780.064534
64417,Urban,0,39,47285.08,Not_Married,Male,False,13.7342759,14,1,0,False,Month-to-month,False,False,DSL,True,True,True,False,True,True,False,False,True,Auto,9.705809585,152.510442,1559.323963
1013,Urban,0,27,45429.68,Married,Male,False,9.929214278,9,1,0,False,Month-to-month,False,False,Fiber Optic,True,True,False,False,True,False,False,False,True,Check,15.12645563,157.483594,1549.802896
1081,Rural,1,25,12234.89,Married,Female,False,9.116878941,13,1,1,False,Two Year,False,True,Fiber Optic,True,False,False,True,False,False,False,False,False,Check,7.179893502,134.950905,790.6280344
6947,Suburban,1,44,46705.86,Not_Married,Male,False,11.10048066,9,2,0,False,Month-to-month,True,False,None,True,False,False,True,False,False,False,False,False,Auto,9.984220981,102.474625,1040.400476
2568,Rural,0,65,11523.97,Married,Male,True,5.953348075,16,0,0,False,Month-to-month,False,True,DSL,True,True,False,False,True,False,False,False,True,Check,3.024806192,137.483594,847.1259509
809,Rural,2,73,19534.42,Not_Married,Nonbinary,False,7.519178592,16,1,1,True,Two Year,True,True,Fiber Optic,True,False,True,True,True,False,False,True,True,Auto,10.27742832,184.978458,1234.044483
43123,Rural,1,48,82629.53,Not_Married,Female,False,9.816712399,12,0,2,False,One year,False,True,Fiber Optic,True,True,True,True,False,False,False,False,True,Auto,12.92578188,169.974105,1333.179191
25,Urban,4,39,28420.39,Not_Married,Female,False,5.282356868,11,0,0,False,Two Year,True,True,None,True,False,True,False,True,True,False,False,True,Auto,9.585621689,107.528648,1104.883551
1691,Urban,1,55,81413.71,Not_Married,Female,False,4.698609875,10,0,0,False,Month-to-month,True,False,Fiber Optic,True,False,False,False,False,True,False,False,True,Auto,14.74280934,124.964303,1222.291008
14,Rural,4,71,69506.73,Not_Married,Female,False,9.773871134,8,1,0,False,One year,True,True,Fiber Optic,True,False,True,False,False,False,False,False,False,Auto,12.54841227,114.972827,1153.262724
7527,Rural,3,44,15944.32,Not_Married,Female,True,9.724391204,18,0,1,True,One year,True,False,DSL,True,False,False,False,False,True,True,False,False,Auto,3.999140345,129.948316,1048.919831
