,Area,Children,Age,Income,Marital,Gender,Outage_sec_perweek,Email,Contacts,Yearly_equip_failure,Techie,Contract,Port_modem,Tablet,InternetService,Phone,Multiple,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,PaymentMethod,Tenure,MonthlyCharge,Bandwidth_GB_Year,Item1,Item2,Item3,Item4,Item5,Item6,Item7,Item8,Churn
9299,2,2,51,74771.86,2,0,9.969188,9,0,1,0,2,0,1,1,1,0,0,0,0,1,0,0,1,2,70.50182,124.9643,5834.963129,5,4,5,4,3,4,5,5,No
3764,2,1,22,14666.27,2,1,13.62518,10,1,0,0,0,1,1,0,1,1,0,1,1,0,1,0,1,2,4.610249,184.9634,1403.371015,2,3,2,3,1,3,4,5,Yes
5092,2,3,85,53034.08,2,1,9.758121,10,0,1,0,1,1,0,2,1,1,0,1,0,0,1,1,1,1,52.76082,230.1344,4966.563579,4,4,4,3,4,5,3,3,No
1041,1,1,41,58384.68,1,0,9.290332689,6,1,0,0,0,1,1,1,1,0,1,1,0,0,0,1,1,2,1.415346194,172.455519,500.7187258,4,4,5,4,3,3,2,4,Yes
1542,2,4,71,22173.37,2,1,8.049521055,11,1,0,0,2,0,0,1,1,1,1,0,1,0,0,0,0,1,11.71308191,160.00128,1324.200333,1,1,1,6,3,3,2,4,No
4053,2,1,71,9399.04,4,1,13.2598,9,1,0,0,0,0,1,1,1,0,1,1,0,0,0,1,1,1,8.635904,172.4555,1076.282569,4,3,3,3,2,4,5,4,Yes
6819,1,1,89,21362.49,2,0,10.97418,10,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,3,65.11023,79.97886,5233.491923,3,2,2,3,3,3,3,4,No
6778,0,2,41,74927.45,0,0,10.14027,10,1,2,0,0,1,0,2,1,0,1,0,0,0,0,0,0,2,58.6244,82.49655,4965.419569,3,3,4,3,6,3,3,2,No
566,2,0,38,31980.81,3,0,12.236238,11,1,0,0,1,1,1,1,1,0,1,1,1,0,0,1,1,2,2.685677496,184.978458,669.0040793,4,2,4,3,3,2,4,3,No
1713,2,0,50,29940.45,2,1,7.065505359,10,1,0,0,0,1,1,1,1,1,0,0,0,0,1,0,1,0,8.315973557,169.944668,991.7932314,4,3,4,4,3,4,3,4,Yes
9203,0,4,82,26417.57,1,1,8.394378,12,2,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,2,64.82482,159.9349,5662.268037,3,3,3,5,2,3,3,1,No
1190,2,1,37,57062.8,2,0,8.455302586,10,0,0,1,1,1,0,0,1,1,1,1,1,0,1,0,1,3,10.7468963,187.481057,1885.164449,3,4,4,3,5,3,4,3,No
3328,0,0,22,44313.68,0,1,7.552868,12,3,0,1,2,0,1,0,1,1,1,0,0,1,1,1,0,3,7.131841,235.1417,1741.054382,3,3,3,3,3,3,3,3,Yes
6705,1,4,40,6791.21,1,1,9.786347,8,0,1,0,1,0,0,1,1,0,1,1,1,0,1,0,1,1,65.60019,174.9755,6023.851747,4,4,5,4,3,4,3,3,No
8089,1,0,20,11079.6,1,0,10.24287,4,2,1,0,0,1,0,2,1,0,1,1,1,0,0,1,1,1,68.22138,152.5022,6097.873428,4,6,5,3,4,3,3,5,No
7516,0,2,60,10647.22,0,1,11.41456,14,0,1,1,0,1,0,0,1,0,0,0,1,1,1,1,1,0,38.34946,212.6415,4173.931741,3,4,4,4,2,5,4,3,Yes
4499,0,1,50,54507.76,3,0,8.471092,16,0,1,0,1,1,0,1,0,1,1,0,1,1,0,0,1,0,19.69566,172.5104,1876.809732,4,4,4,4,3,5,4,4,No
6076,2,3,57,55499.61,3,0,13.33839,14,2,0,0,2,0,0,2,1,0,1,1,0,1,0,0,1,2,68.5356,117.5015,5854.161999,2,4,1,3,4,3,3,3,No
809,0,0,41,43329.35,1,1,8.222455858,15,0,2,0,1,1,1,0,1,1,0,1,0,1,1,1,0,2,5.823321565,255.119794,1590.329883,3,3,4,3,5,3,3,2,Yes
8859,1,2,56,51095.47,0,0,7.231659,14,2,1,0,2,1,0,0,1,0,0,0,0,1,0,1,0,0,65.16987,139.9512,5954.856404,3,3,5,4,4,4,4,4,No
3683,1,0,78,21918.44,4,1,8.818958,7,1,0,1,2,0,0,2,1,0,1,0,1,0,1,0,1,0,20.34377,120.0035,1973.92172,4,3,5,5,3,5,4,4,No
1839,1,1,60,39874.59,3,1,5.371697235,13,0,0,0,0,1,1,1,1,0,1,0,0,0,1,0,1,3,18.29765062,139.95684,1810.920999,3,3,2,4,2,2,3,3,No
875,1,3,69,36233.87,2,1,9.530649932,10,2,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,3,8.735757967,159.965008,1068.543522,3,4,4,3,3,4,3,3,Yes
5041,2,2,22,8137.37,1,2,11.62695,13,1,0,0,2,0,0,1,1,1,1,0,1,1,1,1,1,0,64.30623,267.6647,6072.907276,3,3,2,3,4,5,3,2,No
300,1,5,77,76874.25,4,2,10.62019312,10,0,0,0,1,1,0,1,1,1,0,1,0,1,0,1,0,3,4.439685675,214.952509,750.8768234,2,3,3,3,3,4,3,2,No
4708,0,1,31,36500.99,0,1,11.5963,11,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,3,9.875391,104.9781,1478.755528,4,3,3,4,5,4,2,5,No
8334,2,1,27,4498.71,0,0,17.46416,13,2,0,1,0,1,1,0,1,1,1,0,0,1,1,0,1,0,63.3194,164.9715,6050.815837,1,2,3,4,4,2,2,2,No
6275,1,0,53,56932.4,0,0,7.812935,14,2,1,0,1,0,0,1,1,0,0,0,0,1,0,1,0,0,68.59602,159.9512,5770.359583,2,2,3,2,4,3,4,5,No
2632,2,4,63,128114.3,4,0,9.466427,10,0,0,0,0,1,0,1,1,1,1,1,0,1,0,1,0,3,12.23147,217.4702,1483.466725,2,4,4,4,4,5,2,2,Yes
4641,0,2,65,44087.97,0,0,5.587786,6,0,1,0,2,0,0,1,1,0,1,0,0,1,1,0,0,2,7.813168,152.466,923.5059358,4,4,5,5,3,6,4,4,No
9183,0,1,77,41646.4,3,1,5.185535,9,2,0,0,1,1,0,0,0,1,1,1,0,0,0,0,1,1,71.07066,149.9741,6498.14477,3,3,3,3,6,4,2,3,No
3237,2,1,83,30192.89,0,1,8.513776,9,0,3,0,0,1,0,2,1,0,1,0,1,1,0,1,0,1,7.494128,142.5156,938.8632527,4,4,4,4,4,3,3,4,No
1043,0,1,84,20614.28,0,1,9.983403111,14,0,0,0,0,1,1,1,1,0,0,0,1,1,1,1,0,3,2.601455981,232.641455,721.8510774,2,1,2,2,5,1,2,3,Yes
1447,2,4,32,52197.12,2,0,9.624162233,13,1,0,0,0,1,0,2,1,1,0,1,1,0,0,1,1,1,4.843533662,182.490006,985.3722849,1,1,2,2,4,2,3,1,Yes
6398,2,2,78,25676.69,2,0,9.883909,19,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,47.17599,127.4421,4404.023519,2,4,4,4,3,3,3,3,No
5222,2,2,82,23264.27,3,1,12.08807,15,0,1,0,2,1,1,1,1,1,0,0,0,1,1,1,1,3,67.49846,252.624,6063.51865,5,4,5,5,4,5,4,4,No
8463,0,0,23,6820.51,4,0,10.93998,10,2,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,0,64.48112,149.9447,6048.807482,4,3,4,4,3,4,4,5,No
5731,0,2,27,33704.46,1,1,15.17072,14,0,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,3,65.95332,142.4713,6282.463563,1,2,2,5,4,2,1,3,No
4958,2,2,89,15207.5,3,1,8.795566,10,1,0,0,2,1,0,0,0,1,0,1,1,0,1,1,0,0,10.70911,255.1336,1975.678599,3,4,2,2,6,3,4,4,Yes
1543,2,1,38,28822.56,2,0,6.572112158,11,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,3,1.992846597,137.469817,718.7685676,5,5,3,4,4,5,4,4,Yes
7856,1,2,89,40648.31,0,0,6.181571,14,2,0,0,0,1,1,2,1,1,1,1,1,1,1,0,1,2,66.36071,187.5139,5893.164803,4,4,2,3,4,2,4,4,No
2354,1,0,55,34844.99,1,1,11.63888,8,2,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,1,3.437502,157.4698,419.4107069,2,2,2,3,5,4,3,4,No
7010,2,4,66,31965.59,1,0,10.30846,4,1,0,0,2,0,0,1,1,1,1,1,1,0,1,0,0,1,60.52344,207.4811,5547.526595,4,5,4,2,5,4,4,3,No
2828,1,0,47,3004.46,0,1,6.597598,14,0,0,0,2,0,0,1,1,0,1,1,0,0,0,1,0,2,3.157767,172.4555,675.3184526,3,2,4,3,5,2,2,4,Yes
7213,2,0,28,36414.44,1,1,9.749631,12,0,0,1,1,1,0,1,1,1,0,0,1,0,0,1,1,2,56.37128,192.4705,5085.716683,6,5,5,4,4,3,4,3,No
5165,0,0,88,42043.47,3,0,13.01754,11,1,1,0,0,1,1,1,1,0,0,1,0,1,1,0,0,2,71.17531,172.4441,5997.071735,5,5,3,4,3,5,5,5,No
5097,1,2,62,22956.29,1,1,12.2106,11,0,1,0,2,1,1,0,1,0,0,0,0,1,0,1,1,1,62.61777,139.9512,5808.356444,4,3,2,5,3,4,4,4,No
2322,0,4,80,111971.9,1,2,9.527541,12,0,1,0,0,1,0,1,1,0,0,0,0,1,1,0,0,2,1.397042,149.9483,295.9085258,4,3,2,4,4,4,3,4,Yes
2718,0,1,37,22641.64,2,1,8.90737,11,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,0,3,1.13143,207.4811,730.8534585,4,4,4,3,4,4,3,4,Yes
6258,1,6,38,21714.62,2,0,16.23738,8,4,0,0,2,0,0,0,1,0,0,0,0,1,0,0,0,2,67.37641,104.9643,6158.129487,5,5,4,2,7,2,3,2,No
9934,0,1,49,57886.92,0,1,8.96244,14,0,0,0,0,1,0,1,1,1,0,1,0,1,1,0,1,2,61.85574,204.9496,5511.102916,3,3,2,3,5,3,3,2,No
5032,0,1,34,62212.25,4,0,5.524734,14,1,0,0,2,1,0,1,1,1,1,0,0,1,0,0,0,3,71.7083,159.9875,6105.925473,3,3,4,2,4,3,3,4,No
8648,2,1,87,73803.96,1,1,13.25889,13,1,0,0,2,0,0,1,1,1,0,1,1,0,0,1,1,0,70.89862,214.9663,6207.390421,3,3,4,2,6,2,2,2,No
1533,1,3,58,44086.35,3,1,7.943538816,8,1,0,1,0,0,0,2,1,1,1,0,0,1,1,1,1,2,14.92730216,222.665436,1940.626426,3,3,3,4,4,3,3,3,Yes
1075,2,5,80,61256.3,2,0,11.10202866,5,3,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,2,3.218751358,242.628057,951.2972085,3,2,3,5,3,4,4,5,Yes
4447,0,3,46,56868.44,4,1,9.149023,8,0,0,0,2,1,1,1,1,0,1,0,1,0,1,1,1,3,1.193519,222.65,863.525358,4,2,3,3,6,2,3,3,Yes
7269,1,3,85,28175.21,1,1,12.13223,13,1,0,1,0,1,1,2,1,1,1,0,0,1,0,1,1,3,70.54943,162.4982,6147.295218,3,3,4,3,4,3,4,3,No
3128,2,1,53,88400.03,0,0,14.57549,7,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,1,0,6.21102,222.6143,1494.533376,2,3,2,2,3,3,4,5,Yes
169,2,4,70,34112.1,2,1,13.36027908,12,0,0,0,1,1,0,2,1,0,0,0,1,0,1,1,1,0,10.21634248,187.656013,1479.730181,4,2,3,4,4,3,4,4,Yes
9573,0,1,61,21804.87,3,1,13.81801,5,2,0,0,0,0,1,2,1,0,1,1,0,1,1,0,1,2,61.32712,142.4855,5431.697734,2,2,4,3,4,2,3,1,No
9996,0,4,48,34129.34,0,1,6.740547,15,2,0,0,2,0,0,1,1,1,1,1,1,0,1,0,0,2,61.04037,207.4811,5695.95181,4,5,5,4,4,5,2,5,No
6306,0,0,55,25532.76,0,0,15.15802,12,0,3,0,2,1,0,2,1,0,0,0,1,1,1,0,0,2,66.21435,129.995,5689.932511,2,2,4,4,3,4,2,2,No
5444,2,1,25,27052.82,0,1,12.05531,11,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,2,57.74783,147.4421,5082.031319,2,3,3,5,4,3,3,2,No
891,1,4,60,38692.31,4,1,10.9725355,11,2,0,0,0,0,0,1,1,1,1,0,1,1,1,1,0,0,9.923586914,267.664655,1640.006106,3,3,3,4,3,4,3,3,Yes
3284,0,1,18,44641.21,2,1,11.64702,9,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,2,1.932645,172.4705,1102.197408,3,3,3,2,4,4,3,3,Yes
2311,2,1,68,54639.21,3,1,7.711119,9,0,1,1,0,1,0,2,1,1,0,1,1,1,0,0,1,2,3.112447,160.0122,560.0748491,2,3,4,2,5,2,2,2,Yes
9520,1,1,52,18846.68,4,1,11.51417,10,1,0,0,2,0,0,1,1,1,1,0,0,0,0,0,0,1,66.89696,147.4783,5730.642149,3,4,5,3,4,4,3,3,No
2892,0,2,33,33504.33,0,1,10.36695,16,2,0,0,2,1,0,1,1,0,1,1,0,1,0,1,0,2,10.76391,184.9647,1410.343155,4,4,3,4,4,3,5,2,No
9783,1,0,27,31930.06,0,1,11.38546,14,0,1,0,1,1,0,1,1,1,0,0,0,0,0,1,1,3,57.01956,179.9476,5056.967909,4,3,3,2,5,2,5,3,No
4020,0,4,57,52230.66,1,0,11.36485,13,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,1,8.334589,172.4885,1447.593195,5,5,2,4,3,4,4,4,Yes
6145,2,0,18,14551.81,0,0,7.594244,12,2,0,0,0,1,0,1,1,1,0,0,1,1,0,1,1,2,57.50554,204.9797,5133.478559,4,4,5,3,4,3,3,3,No
6214,0,1,48,84378.57,4,1,14.17634,13,0,1,0,0,1,0,0,1,0,0,1,1,0,0,0,0,3,54.03406,127.4738,5135.275111,2,3,2,3,2,4,3,3,No
750,0,1,69,23806.03,4,0,9.098009816,17,1,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,20.07541432,147.473844,1788.145063,4,3,4,1,5,3,2,3,No
2368,0,0,67,11720.58,4,0,10.40504,8,0,1,0,1,1,1,1,1,0,1,0,1,0,1,1,1,0,10.85537,222.65,1446.937317,4,4,5,4,3,3,5,4,No
1509,2,1,22,46078.58,2,1,10.23339712,16,1,0,0,2,1,0,0,1,1,1,0,0,0,1,0,1,2,4.909764597,152.462354,1323.979879,6,5,4,3,4,3,5,3,No
8196,1,1,33,12908.92,4,0,9.530065,8,1,0,1,1,0,1,1,1,0,1,1,0,1,1,1,1,2,60.81814,245.132,5696.204344,2,2,3,4,3,2,4,4,No
520,2,1,29,17876.13,0,1,11.81880212,13,0,1,0,2,1,0,2,1,0,0,0,1,1,0,1,1,2,20.43854626,139.99789,2101.344074,3,4,4,3,4,3,2,3,No
856,1,0,43,9124.29,0,1,14.87070352,10,3,1,1,1,0,0,2,1,1,1,1,0,1,0,1,1,1,7.455148937,184.993915,1116.825249,3,4,4,4,4,3,3,3,Yes
9472,2,7,82,76807.33,0,1,8.086307,10,1,0,0,0,1,0,1,1,1,1,1,0,0,0,1,0,2,51.51251,204.961,4810.093397,4,4,4,4,4,4,3,4,No
4529,1,1,79,94353.42,2,2,16.97213,10,2,1,0,0,0,1,0,1,0,1,1,0,1,0,0,0,0,5.260996,129.9778,945.5437173,3,4,3,3,2,4,4,3,Yes
2157,0,0,65,4795.94,1,1,10.61107,8,3,0,1,0,1,1,1,0,0,1,0,1,1,1,1,0,2,2.748652,235.1591,840.6246629,1,2,2,5,4,3,2,3,Yes
6530,0,2,46,54499.0,1,1,10.75966,11,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,0,2,58.12363,182.4676,5232.754859,4,3,5,3,5,3,3,3,No
1363,0,0,43,30118.57,4,1,7.636999105,12,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,0,4.55454522,117.487242,976.9718156,2,3,4,6,2,4,3,5,No
863,2,4,81,26763.52,4,0,10.65970319,14,1,0,0,0,1,1,0,1,1,0,1,0,0,1,0,1,2,5.240131023,172.440432,1221.696817,3,2,3,3,3,4,2,5,Yes
3755,2,2,53,11529.46,2,0,12.26166,13,0,0,1,0,1,0,1,1,1,0,0,1,1,0,0,1,2,3.767302,169.9928,517.420314,4,4,5,5,4,4,4,3,No
1168,2,3,66,82251.92,2,1,7.059012011,11,0,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,6.133827574,162.452604,950.1312316,3,3,3,2,5,2,2,3,Yes
4176,2,0,82,29556.6,2,0,8.367848,12,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,9.102322,169.9741,877.6347728,3,4,4,4,3,4,5,5,No
3433,2,3,53,34953.83,2,1,5.416477,8,0,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,3,15.56801,192.4705,1752.77238,3,2,3,4,4,4,3,3,No
4348,2,0,81,38363.26,3,0,11.95007,14,0,0,0,0,0,0,0,1,1,1,0,0,1,1,0,0,1,2.582668,164.9715,866.3476333,3,3,4,4,4,3,4,4,Yes
782,2,0,26,27798.01,4,1,11.87926178,13,0,0,0,1,1,0,0,1,1,0,1,0,1,1,1,1,3,9.582004744,255.119794,1947.487826,4,4,4,2,3,2,4,4,Yes
1076,0,0,43,74719.96,0,0,6.771224401,13,0,0,1,0,0,1,2,1,1,0,1,1,0,0,0,0,3,10.03360917,147.503078,1091.751973,3,4,4,4,3,3,4,4,No
723,0,0,64,8864.63,1,0,7.373007212,13,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,2,14.71592037,104.964303,1573.289677,5,5,4,3,4,4,4,4,No
6770,2,0,46,61774.69,3,1,10.58657,13,0,1,1,2,0,0,0,1,1,1,1,1,0,0,1,0,2,70.53596,197.484,6770.012109,2,1,1,4,4,5,2,3,No
8532,0,0,29,105294.0,2,0,8.069085,12,1,1,0,0,1,0,0,1,1,0,0,0,0,1,0,1,3,64.9377,149.9447,6066.547252,4,4,2,4,4,5,4,5,No
6369,2,1,86,32183.92,1,0,3.992429,5,1,1,1,0,1,1,2,1,0,0,0,0,1,0,1,1,2,46.30752,127.475,3866.67814,3,3,3,3,3,4,5,5,No
7315,2,2,21,93786.55,3,1,15.27078,10,1,1,0,2,0,0,1,1,1,1,0,1,0,1,1,0,1,63.7669,255.1555,6113.785106,4,4,4,2,4,2,4,2,No
2501,0,0,56,24503.85,4,0,6.478653,12,3,0,0,1,1,0,0,1,1,1,0,1,1,0,0,1,0,12.00909,152.5104,1610.027119,4,4,3,3,4,2,4,3,No
1626,0,4,24,118120.16,3,1,12.61644158,14,0,0,1,2,1,0,0,1,1,1,1,0,1,0,1,0,1,11.58448327,197.470195,2054.101088,5,4,5,1,3,5,4,4,No
2890,1,0,83,14973.52,0,0,8.226403,10,1,0,0,0,0,0,0,1,1,0,0,1,1,1,0,1,3,7.881289,174.9768,1303.89059,4,3,3,4,4,4,4,4,Yes
8356,1,0,62,25647.81,2,0,9.021887,10,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,58.4866,240.1149,5277.732479,4,3,3,3,3,5,2,4,No
2258,1,0,33,6288.9,2,1,10.92378,10,0,0,1,1,0,0,2,1,0,1,0,0,1,0,1,1,1,12.51454,129.9926,1398.226038,4,3,4,2,2,4,3,2,No
5255,2,1,47,34469.78,1,0,11.85962,11,2,0,0,1,1,0,1,1,0,0,1,0,1,0,0,0,2,57.95857,147.4601,4883.516353,3,4,3,3,4,3,3,2,No
5712,2,1,88,151181.8,0,0,6.918882,10,2,1,0,0,1,0,2,1,1,0,0,1,0,0,1,1,3,47.6364,159.9942,4121.77937,4,3,4,5,3,4,3,4,No
8088,2,0,81,24225.45,0,0,10.87091,9,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,2,47.94936,179.9794,4073.89846,4,4,4,3,3,4,3,4,No
5705,1,2,28,70312.37,4,1,11.25449,8,1,1,1,0,0,1,0,1,1,1,1,1,0,0,1,1,0,70.22928,197.484,6865.467972,4,5,5,3,3,5,4,1,No
5959,0,0,70,105022.5,2,0,10.25311,12,1,1,0,1,1,0,1,1,1,0,0,0,1,0,0,1,2,55.47474,157.4698,4551.763964,4,3,4,4,3,5,4,4,No
3344,1,0,79,74297.66,0,1,6.808384,13,0,0,1,2,1,0,0,0,0,0,0,0,1,0,0,0,0,3.707186,104.9643,704.3641607,3,3,5,4,4,3,3,3,No
8211,0,1,65,52729.62,1,0,11.38611,9,1,0,0,2,1,0,1,0,0,1,0,0,0,1,1,1,0,60.78096,210.127,5489.928745,4,5,4,4,4,4,4,4,No
3116,2,1,75,35061.97,2,1,15.24347,18,2,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,23.77384,129.9778,2561.675396,2,3,2,2,4,2,2,3,No
9926,0,0,45,30000.18,0,0,11.98166,11,0,1,0,0,1,1,1,1,1,0,1,0,1,0,1,0,3,49.07033,214.9525,4362.636888,3,3,3,3,4,3,2,3,No
5478,0,7,76,81311.64,0,1,13.93608,13,1,0,0,2,1,0,1,1,0,1,0,1,0,1,0,1,2,59.27489,152.4798,5385.903276,4,4,3,4,1,3,4,5,No
3693,1,1,78,66253.35,4,1,7.499925,9,0,0,1,0,1,1,2,1,0,0,1,0,1,0,1,0,0,1.866832,149.9707,427.8088852,3,3,2,3,4,2,2,6,Yes
266,2,0,24,48314.4,3,1,11.2714618,14,1,0,0,0,1,1,1,1,1,0,1,1,1,1,1,0,1,11.45675389,287.642733,1779.309609,2,2,2,5,4,4,4,3,Yes
9832,2,2,53,20602.34,3,1,9.835139,15,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,2,60.10972,124.9781,5140.00849,3,3,3,3,3,4,3,3,No
6792,2,1,67,12963.69,0,1,11.54196,15,3,0,0,0,1,0,2,1,1,0,0,0,0,0,1,1,2,51.01884,147.4713,4464.920751,4,2,3,3,4,3,4,2,No
2128,0,8,30,54713.59,0,0,11.4707,18,1,1,0,0,1,0,1,1,0,0,0,1,0,0,1,0,1,5.943865,159.965,1039.286045,4,4,3,3,4,3,3,3,No
3008,1,4,72,74252.79,4,1,9.091339,9,1,0,0,2,0,0,1,1,0,0,1,0,0,0,1,1,2,5.787415,169.9378,856.755649,3,4,5,3,4,3,3,4,No
5563,2,1,43,76301.97,0,1,9.058356,17,3,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,69.05558,222.6143,6723.72149,4,3,4,4,2,4,4,1,No
8521,0,2,54,10992.89,4,1,11.18575,14,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,2,64.86438,184.9797,6175.765224,4,4,5,2,4,3,2,4,Yes
237,0,0,40,99195.08,1,0,7.913676085,16,1,0,0,1,0,0,0,1,1,0,1,1,0,0,1,1,3,9.405224809,194.966286,1623.273925,3,2,2,4,2,4,4,4,Yes
590,0,0,63,48163.8,0,1,13.08013867,10,1,0,1,2,0,1,0,1,1,0,0,1,0,0,0,0,0,4.985175451,137.483594,1014.311651,4,3,3,4,3,4,5,4,No
8355,0,0,79,74519.58,3,0,15.41723,8,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,1,0,51.41852,194.9882,4505.604532,5,5,4,5,3,5,4,4,No
7835,1,1,72,34995.55,2,1,13.09283,12,1,2,0,1,0,0,1,0,1,0,0,0,0,1,1,1,2,58.12044,240.1149,5292.78252,6,3,4,2,4,4,5,4,No
658,1,0,21,13673.66,1,0,3.629351785,13,2,0,1,1,1,0,0,1,0,0,0,1,0,1,1,1,2,11.24483017,200.132293,1967.957184,5,5,4,3,5,3,4,1,Yes
3057,2,4,41,28593.48,3,2,8.597035,9,1,0,0,1,0,0,1,1,0,0,0,1,0,0,1,1,0,15.6265,159.965,1669.627909,4,3,4,4,3,3,4,4,No
5487,2,0,79,23513.42,2,0,11.21728,16,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,3,59.51288,149.9621,5057.818142,3,2,3,3,4,3,3,4,No
8482,2,4,77,33567.58,4,1,7.83842,11,0,0,0,0,0,1,0,1,1,0,1,0,0,0,1,1,2,50.44094,182.4433,4984.621447,4,4,4,2,2,4,5,4,No
7299,0,3,50,13827.11,0,1,8.826254,9,0,0,0,1,1,1,2,1,0,1,1,1,0,0,1,0,2,63.43312,152.5022,5781.814396,4,4,3,2,6,3,3,4,No
2616,1,1,41,54507.42,0,0,6.322552,9,2,0,0,0,0,0,1,1,1,1,0,0,1,1,1,0,2,29.95876,255.1417,3119.385384,3,4,3,3,5,4,3,2,Yes
3784,0,7,30,17656.58,4,1,11.14381,8,0,1,1,2,1,1,2,1,0,1,0,1,1,1,1,1,1,9.345696,202.6829,1711.417233,3,3,2,4,4,3,4,5,Yes
1380,1,0,21,45734.73,4,1,7.051157559,13,0,0,0,0,1,0,0,1,0,0,0,0,1,1,1,1,1,3.883156675,200.118516,1330.988714,4,5,4,3,3,5,4,3,Yes
838,1,2,24,34292.78,0,0,16.16759956,9,2,0,0,0,0,0,2,1,0,1,1,0,0,0,1,1,0,9.073819276,139.979239,1214.758985,2,4,2,3,2,4,2,3,No
3978,1,7,33,16859.67,3,1,12.55796,13,2,1,0,1,1,1,1,1,0,1,0,0,0,1,0,1,2,2.473299,139.9568,787.5389871,3,5,4,1,3,4,2,4,No
1487,2,1,69,55322.08,3,0,16.23771062,10,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,1,0,11.44196811,124.97808,986.7489919,3,3,3,3,3,4,2,3,No
616,1,0,51,27537.94,2,0,5.702833154,16,2,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,3,3.484000437,184.963371,1138.169594,2,3,3,2,6,2,2,2,Yes
2178,2,1,64,47079.18,3,1,13.7331,11,2,0,0,0,0,0,1,1,0,0,0,0,0,1,1,1,1,3.383778,207.6094,762.0564475,2,3,2,3,5,2,1,3,Yes
1865,0,4,47,15395.09,2,1,7.73492925,6,0,1,0,1,1,1,1,1,0,0,0,0,0,1,0,0,2,15.18780416,137.439154,1615.87994,4,3,5,4,2,6,5,5,No
2213,1,2,40,38914.87,2,1,9.078682,18,1,1,0,2,1,0,2,1,1,1,1,1,1,1,0,0,1,2.707119,187.5139,885.2339594,3,3,3,4,3,2,4,3,No
7650,1,1,53,46153.23,2,0,11.98282,17,0,0,0,2,1,1,1,1,0,1,0,0,1,0,0,1,0,48.09099,127.482,4036.529834,5,6,4,4,3,5,6,3,No
4839,1,0,46,120301.3,2,1,10.35374,15,2,0,0,1,1,0,1,1,0,0,0,1,0,1,1,1,0,9.386672,220.1323,1367.297406,3,4,3,5,4,2,4,3,Yes
4478,0,4,37,7588.08,4,0,6.421434,12,1,0,0,0,0,1,1,1,1,0,0,0,1,1,0,0,2,2.820837,182.4538,664.5638593,2,3,2,3,5,3,4,2,Yes
3909,1,4,56,49150.41,4,1,13.19067,16,0,0,1,2,1,0,1,1,1,0,1,1,0,0,1,0,2,5.21614,214.9663,1019.501584,1,2,3,3,4,3,1,2,No
1051,2,2,64,5387.61,4,0,11.80636108,6,1,0,0,2,1,0,1,1,1,0,0,0,0,0,1,0,0,8.700517617,179.947583,955.7834668,5,4,4,4,3,4,5,6,No
6137,1,1,34,113595.2,0,1,6.300198,8,1,2,0,2,0,0,0,1,0,0,1,1,1,1,1,1,3,63.66258,235.1372,6396.483969,4,5,4,3,4,4,5,4,No
5055,1,0,18,17092.77,4,1,14.62128,10,1,0,0,1,0,1,0,0,1,0,0,0,0,1,1,1,2,69.87041,220.1149,6815.305528,3,3,3,5,1,4,5,5,No
2853,2,1,37,27803.88,4,1,11.33707,6,1,0,0,2,0,0,1,1,1,0,1,0,1,1,0,1,0,9.546909,204.9496,1264.373724,4,4,5,4,4,5,4,4,No
