,MonthlyCharge,Tenure,Churn,Number
150,174.974431,5.562130367,True,150
2280,219.9902,4.582941,False,2280
4498,117.4392,1.655301,True,4498
8053,194.9581,66.78392,False,8053
8723,172.4567,63.45694,False,8723
8667,172.4555,68.43831,False,8667
8074,107.4806,66.64396,False,8074
6375,142.4827,48.98746,False,6375
8028,220.1323,67.86253,False,8028
289,117.439154,12.75609778,False,289
7777,139.9349,47.46129,False,7777
5872,129.9778,71.83398,False,5872
1341,255.155493,8.637184433,True,1341
510,107.495766,10.15330548,False,510
9221,197.6288,70.50786,False,9221
688,192.470522,8.019086021,False,688
9434,192.4404,64.93663,False,9434
3574,187.6094,7.303501,True,3574
2726,255.1336,10.22422,True,2726
3275,192.4705,1.764563,True,3275
4874,232.6415,1.112412,True,4874
9066,169.9928,65.33881,False,9066
5036,177.4876,62.48639,False,5036
5912,267.6427,40.13259,True,5912
3993,147.4421,5.595446,False,3993
9609,187.656,54.12547,False,9609
9814,162.4818,56.68677,False,9814
3572,137.4698,5.27717,False,3572
3714,192.4567,19.2087,True,3714
2872,192.4567,6.699323,False,2872
7778,190.1737,61.70332,False,7778
7591,184.9939,61.173,False,7591
6650,222.6281,65.65204,False,6650
3931,95.01949,13.10595,False,3931
9538,159.965,56.29659,False,9538
3074,192.4567,1.689999,True,3074
7840,204.9496,40.73055,False,7840
6561,132.466,61.11318,False,6561
1964,92.455141,13.59949293,False,1964
6752,184.9853,56.43742,False,6752
4102,220.1615,7.032789,True,4102
1661,230.105118,12.23362353,True,1661
1758,232.641455,2.066037377,True,1758
4465,149.989,15.85774,False,4465
5219,182.497,69.28716,False,5219
2176,202.65,12.43721,False,2176
1232,194.952509,18.81607435,True,1232
5488,184.9496,53.46837,False,5488
7724,169.9928,58.2078,False,7724
3918,162.4676,9.197686,True,3918
3125,245.147,8.201372,True,3125
7789,137.4872,55.13723,False,7789
5406,137.4836,43.41671,False,5406
9116,207.6094,62.39405,False,9116
1399,184.985293,4.32321356,True,1399
7559,129.9621,52.07089,False,7559
8779,172.4567,58.96403,False,8779
9623,172.4567,68.03324,False,9623
715,117.439154,5.156978882,False,715
8828,139.9568,70.56821,False,8828
9319,220.1185,51.426,False,9319
1022,162.460772,19.03625416,False,1022
4915,147.4421,5.119045,True,4915
2554,202.6829,6.732509,True,2554
4656,207.6094,8.747794,True,4656
6517,242.6326,64.02167,False,6517
8499,149.9778,53.91114,False,8499
6731,150.0208,58.90864,False,6731
5625,92.5018,62.37954,False,5625
5027,139.9792,55.87684,False,5027
9647,187.656,66.50879,True,9647
5533,137.4392,69.78436,False,5533
7186,242.6281,51.30214,False,7186
7830,144.9607,70.2187,False,7830
7037,149.9707,43.15974,False,7037
4314,147.4713,3.23817,True,4314
1194,169.992756,9.764790968,False,1194
7935,255.1198,59.99904,True,7935
3183,142.4827,9.363006,False,3183
8693,182.4676,68.18047,False,8693
7829,149.9845,64.22099,False,7829
3986,197.6288,3.250618,True,3986
1770,127.473844,5.118556082,True,1770
426,147.473844,11.69875604,False,426
7796,287.6427,66.8679,False,7796
2436,182.4538,1.932155,True,2436
8816,139.9979,65.27026,False,8816
3178,194.9663,16.31066,False,3178
1360,207.475448,2.478012402,True,1360
5937,160.0013,58.27269,False,5937
5407,252.624,46.40554,False,5407
9345,192.4567,50.24277,False,9345
4719,242.6281,1.999262,True,4719
1095,144.988941,7.172070851,False,1095
2221,144.9607,7.94384,False,2221
8126,187.6422,61.60969,False,8126
8421,182.4433,60.98195,False,8421
5349,139.983,52.52919,False,5349
914,222.628057,4.173314039,True,914
7544,159.9642,63.63151,False,7544
2123,92.45514,1.577215,False,2123
374,142.482694,12.78453216,True,374
2079,220.1323,9.881597,True,2079
5297,149.9378,61.25573,False,5297
1540,184.985293,3.569000983,False,1540
6292,152.4624,65.2477,False,6292
9967,210.1051,68.81287,False,9967
6586,149.9598,55.00463,False,6586
484,167.456419,1.033067819,True,484
2785,227.4754,3.341126,True,2785
2960,117.4686,10.41798,False,2960
8246,182.4676,70.14712,False,8246
2335,194.9768,4.244854,True,2335
1866,114.972827,10.38039309,False,1866
627,130.006414,15.37394197,False,627
5647,147.4713,48.98002,False,5647
9644,162.4653,52.60822,False,9644
4217,165.0113,14.93552,False,4217
710,149.937833,5.567028377,True,710
4346,164.9785,19.78766,False,4346
3550,119.9897,7.150962,False,3550
8190,232.6707,67.27889,False,8190
9922,217.4725,71.53609,False,9922
8081,210.127,68.34459,False,8081
8548,174.9768,67.39326,False,8548
2402,129.9621,5.792794,False,2402
2870,149.9447,3.612294,False,2870
18,152.490739,17.10995632,False,18
1600,137.469817,14.87053577,False,1600
1009,124.964303,6.524843094,False,1009
8269,139.9568,52.64455,False,8269
1696,194.976769,2.613920398,True,1696
9418,157.4698,46.94705,False,9418
1486,230.105118,7.517405581,False,1486
3926,257.6549,32.73358,False,3926
1850,190.12704,7.399248624,True,1850
4083,147.4564,4.91638,True,4083
8034,232.624,58.08347,False,8034
2738,232.6228,6.512117,True,2738
6134,95.01949,49.28233,False,6134
5089,192.4705,70.42389,False,5089
6403,82.49655,47.98376,False,6403
9829,204.9634,58.57706,False,9829
9369,139.9861,51.87217,False,9369
8988,194.9882,61.36037,False,8988
7481,187.4811,67.26256,False,7481
7617,192.4705,63.47441,False,7617
1039,222.649979,13.08606275,True,1039
5448,232.652,65.78,False,5448
3453,127.4586,3.924177,True,3453
6982,104.9781,56.1721,False,6982
9427,152.5022,58.91402,False,9427
5729,182.497,52.65622,False,5729
594,207.609354,5.30268427,True,594
6436,127.4738,70.04547,False,6436
3386,209.9931,10.90461,False,3386
5833,114.9509,68.63236,False,5833
7057,169.9928,70.13699,False,7057
5758,132.4798,62.56058,False,5758
4969,120.0035,2.745106,False,4969
7657,147.4783,58.55948,False,7657
5606,257.6375,57.27044,True,5606
1562,142.499263,2.427380647,True,1562
781,262.610632,9.715065141,True,781
5713,257.6841,54.69435,False,5713
6155,112.4551,57.1124,False,6155
1812,117.472036,9.783296825,False,1812
8655,92.45514,48.45122,False,8655
9351,275.1336,70.81829,False,9351
1681,232.652038,12.18544178,True,1681
6391,114.9728,63.28097,False,6391
9142,277.6375,59.84973,True,9142
7427,159.9642,59.28871,False,7427
217,220.132293,16.03360405,False,217
9125,267.6647,64.03187,False,9125
6521,137.4686,42.82228,False,6521
799,152.44408,28.86969715,False,799
6047,162.4689,52.42844,False,6047
7548,242.6143,41.56439,False,7548
3730,174.9744,5.645298,True,3730
3051,124.9643,4.462414,False,3051
3332,182.4433,8.442986,True,3332
2790,152.4441,12.24637,True,2790
8206,210.1518,68.69369,False,8206
5061,172.4705,51.20818,False,5061
6356,124.9781,71.79316,False,6356
1848,204.963371,1.360201959,True,1848
718,204.949594,9.472450618,True,718
7158,162.4676,68.93442,False,7158
9349,165.0182,42.6185,False,9349
1630,167.484705,12.27728241,False,1630
3937,207.6094,7.626943,True,3937
5491,252.6378,55.90679,False,5491
8638,144.9607,49.26867,False,8638
2227,242.6326,10.269,False,2227
8691,159.9794,70.61755,False,8691
8049,159.9642,45.69588,False,8049
7892,160.0013,63.98562,False,7892
2658,142.4827,11.96096,True,2658
3728,112.4551,4.078283,False,3728
2294,159.9794,6.981941,True,2294
2957,124.9781,7.773669,False,2957
5576,102.4746,62.84931,False,5576
7210,179.9476,71.79034,False,7210
3160,240.1149,2.312021,True,3160
521,149.937833,2.915827364,True,521
5333,149.9621,67.34157,False,5333
550,204.979684,5.915247686,True,550
2263,182.4676,11.53977,False,2263
7113,162.4827,65.01825,False,7113
1499,214.966286,13.31283015,True,1499
2110,232.6378,5.173292,True,2110
1507,92.455141,6.7464384,False,1507
9372,184.967,37.23531,False,9372
7913,162.5007,51.39351,False,7913
7490,174.9744,56.37209,False,7490
9341,147.5031,59.15713,False,9341
5040,149.9621,70.47897,False,5040
7575,187.656,62.5016,False,7575
1394,112.484375,7.321650003,False,1394
1631,184.971516,8.284579203,True,1631
3617,104.9643,5.855481,False,3617
256,134.950905,11.86252419,False,256
6695,105.011,57.50229,False,6695
6941,159.9642,60.45725,False,6941
1488,182.443347,7.413563684,True,1488
652,245.146969,5.260136013,True,652
4437,194.9744,3.713732,True,4437
953,200.118516,1.457335487,True,953
9350,129.9598,68.86185,False,9350
9963,137.4978,58.47429,False,9963
1060,182.460772,4.764739683,False,1060
7256,139.9568,64.52906,False,7256
9822,174.991,53.90038,False,9822
6212,172.4579,71.25102,False,6212
1820,169.974105,12.92578188,False,1820
934,275.119794,11.58576976,True,934
4135,242.6435,22.13831,True,4135
9346,169.9447,65.43822,False,9346
9084,184.9963,57.94447,False,9084
7270,149.9741,57.6549,False,7270
2910,195.0062,5.585075,False,2910
6350,207.4811,45.26675,False,6350
847,142.482694,1.078815111,True,847
756,147.442069,19.9441873,False,756
4415,149.9915,3.985217,False,4415
1526,149.944668,12.94334524,False,1526
1313,159.965008,7.442451151,False,1313
3689,182.497,7.490867,True,3689
5459,277.6513,47.02878,True,5459
3428,207.4974,4.741795,True,3428
3944,204.9634,4.008932,True,3944
5746,255.1198,67.93006,False,5746
650,220.118516,20.75499393,True,650
6761,167.4564,58.51588,False,6761
8135,159.983,71.12548,False,8135
4185,240.1149,7.27652,True,4185
2560,172.4705,4.984918,True,2560
7672,222.6362,71.95713,False,7672
2601,82.49655,8.437873,False,2601
6154,104.9629,59.81234,False,6154
7804,265.147,56.51219,False,7804
3300,127.5112,4.459961,True,3300
1160,125.007314,4.00803296,True,1160
9202,225.132,52.78111,False,9202
9912,114.9658,69.6182,False,9912
2976,147.4893,10.11079,False,2976
4580,149.9776,10.83268,True,4580
1924,159.965008,10.4843853,True,1924
2708,182.49,9.026366,True,2708
7825,172.5104,71.4622,False,7825
93,159.979358,19.75096265,True,93
6939,162.4676,57.13562,True,6939
3657,159.9794,10.55165,False,3657
9691,184.9785,66.37599,False,9691
7611,199.9902,68.59473,False,7611
3016,210.1518,6.971589,True,3016
9676,127.475,64.28075,False,9676
6614,179.9476,65.57158,False,6614
4274,219.9902,16.74543,False,4274
9337,159.9476,66.63279,False,9337
4230,114.9838,9.031197,True,4230
4140,162.4608,4.984488,False,4140
2970,139.9512,6.842584,False,2970
9145,92.45514,70.16029,False,9145
8306,134.9509,66.29517,False,8306
5102,235.1372,61.62341,True,5102
4919,144.9889,4.64085,True,4919
7069,194.9882,66.66853,False,7069
1316,139.99789,4.633545041,False,1316
3295,167.4564,9.961602,True,3295
4981,95.00571,9.836442,False,4981
9332,174.9919,37.36723,False,9332
960,275.133571,9.349597147,True,960
8966,114.9976,57.71425,False,8966
2558,199.9902,6.905862,True,2558
6280,240.1149,59.00106,True,6280
518,182.443347,20.91720893,False,518
1740,252.637807,7.858862202,True,1740
3561,235.1417,7.83307,True,3561
8755,267.6427,62.13428,False,8755
296,147.478341,14.86764776,False,296
1921,159.965581,3.259826777,True,1921
3400,149.9778,4.93863,False,3400
2349,182.447,5.850283,True,2349
1202,92.455141,13.3451101,False,1202
8899,147.4421,68.54375,False,8899
8526,182.447,68.79248,False,8526
8050,255.1198,67.56344,False,8050
1769,162.468917,2.661325529,False,1769
4571,117.4858,11.88328,False,4571
9759,169.9378,67.66702,False,9759
7857,222.6609,69.91714,True,7857
2022,162.4608,7.387825,False,2022
6700,187.6422,51.58781,False,6700
1279,187.656013,2.704950495,False,1279
2930,152.5022,5.656086,True,2930
1613,212.622804,21.20445421,True,1613
4487,182.4676,1.1518,True,4487
3882,230.1344,8.081693,True,3882
4384,187.4673,6.31339,True,4384
70,212.655686,23.92132231,True,70
4965,270.1604,8.05975,True,4965
5363,222.6609,49.18219,True,5363
147,104.964303,15.85983755,False,147
2155,107.4806,1.319201,False,2155
194,202.443347,3.892407013,True,194
6594,182.4653,59.28535,False,6594
1588,172.462354,5.110208414,False,1588
5778,172.4624,70.23949,False,5778
7606,194.9581,70.90494,False,7606
9639,187.6422,67.85943,False,9639
2200,124.9607,10.7285,False,2200
3355,147.4421,1.1426,True,3355
8147,79.97886,43.51853,False,8147
3828,117.4392,8.284386,False,3828
659,92.455141,6.735352382,False,659
3053,115.0021,11.31382,False,3053
6495,232.6228,70.44254,False,6495
7642,262.6106,65.03892,False,7642
2146,225.1457,2.301376,True,2146
7339,159.9656,48.10173,False,7339
3635,137.4392,3.443373,False,3635
9769,275.1198,65.03729,False,9769
6983,220.1185,36.33047,False,6983
5732,139.9349,63.01903,False,5732
4249,232.6415,8.870031,False,4249
9955,94.97283,60.07253,False,9955
4110,162.4676,4.120579,False,4110
3615,232.6415,13.77358,True,3615
7634,252.6378,48.28818,True,7634
6415,255.1198,59.95075,False,6415
8698,117.4872,70.22382,False,8698
408,172.457857,19.244458,False,408
4329,159.965,4.723073,False,4329
6443,179.9656,66.30503,False,6443
6773,204.9634,66.2177,False,6773
4878,107.4806,6.093746,False,4878
5355,174.9744,54.07152,False,5355
3829,127.4738,21.47001,False,3829
9054,242.6435,66.42219,False,9054
813,117.468591,19.70266217,True,813
4009,149.9778,2.235315,False,4009
9413,102.4746,56.21686,False,9413
171,159.965008,13.88004531,True,171
2734,147.4421,13.81356,False,2734
7663,194.9581,65.98685,False,7663
3524,192.4705,18.34717,False,3524
3280,147.4713,2.71724,False,3280
9109,149.9776,56.19141,False,9109
4370,159.9476,4.030411,True,4370
6464,137.4392,55.22194,False,6464
7956,217.484,70.27195,False,7956
2759,157.4698,1.050155,False,2759
9965,204.961,46.87556,False,9965
7934,190.127,69.78016,False,7934
4431,107.482,8.454096,False,4431
5605,149.9598,53.49141,False,5605
5769,225.1786,54.76926,False,5769
1899,117.472036,2.871999386,False,1899
819,232.652038,1.525343103,True,819
5356,92.45514,52.83276,False,5356
7153,92.45514,68.62845,False,7153
428,152.479779,18.46162568,False,428
8216,114.9976,44.40526,False,8216
2998,139.983,11.65333,False,2998
6735,137.4392,46.95877,False,6735
2832,172.4441,14.37481,False,2832
2837,190.1599,6.79324,True,2837
5904,127.4958,67.97028,False,5904
8674,210.1051,51.39701,False,8674
1806,179.965581,8.884543585,False,1806
8410,222.65,48.04306,False,8410
6860,149.9707,51.77963,False,6860
1327,169.937833,5.696461819,True,1327
5869,172.4441,65.31603,False,5869
831,207.638588,1.440416687,True,831
8672,220.1323,71.33938,False,8672
6407,82.49655,66.3094,False,6407
2094,152.4624,7.809364,False,2094
5117,159.9794,68.05033,False,5117
7226,117.4858,52.3021,False,7226
5168,194.9525,58.67524,False,5168
7151,207.6094,63.55356,False,7151
4872,162.4689,8.686291,False,4872
9683,124.9781,64.92481,False,9683
5431,142.4689,57.31946,False,5431
1855,112.455141,16.86058234,False,1855
6142,267.6647,59.16267,True,6142
9425,140.0049,71.94719,False,9425
6791,142.5156,58.09117,False,6791
6170,127.4601,63.67919,False,6170
3476,204.961,10.89627,True,3476
9828,159.9794,47.45044,False,9828
2133,149.9378,19.87069,False,2133
6056,149.9621,58.54873,False,6056
3948,127.4601,5.733719,False,3948
7436,174.9882,55.67036,False,7436
3809,174.9919,2.942297,True,3809
2639,124.9781,17.45182,False,2639
9304,194.9525,71.50974,False,9304
5721,167.4564,54.67054,False,5721
8384,194.9581,48.50031,False,8384
7241,202.6362,69.5381,False,7241
4743,124.9935,11.51671,False,4743
9442,175.0062,39.27473,False,9442
2815,174.991,4.99913,False,2815
9624,142.5007,59.1861,False,9624
2045,160.0013,25.17478,False,2045
4459,147.4564,16.77025,False,4459
5352,255.1555,51.28687,False,5352
8588,252.6378,70.90919,False,8588
297,127.488728,5.548652108,False,297
5305,240.1149,47.01192,True,5305
2461,152.4579,5.9717,False,2461
2058,102.4746,21.03542,False,2058
4044,182.4676,10.52332,True,4044
8368,164.9785,50.3835,False,8368
7870,92.45514,70.11539,False,7870
1197,152.457857,19.25835701,False,1197
3914,230.1051,5.145314,True,3914
8097,172.4624,47.16189,False,8097
4586,114.9509,13.45113,False,4586
8696,127.4421,61.8783,False,8696
5351,152.466,60.09421,False,5351
7,114.950905,4.26425515,True,7
9615,222.6362,61.57299,True,9615
2529,142.4689,16.81789,True,2529
894,117.439154,10.79186592,False,894
1451,124.993537,9.07813252,False,1451
3167,139.9568,8.989805,False,3167
6189,182.4538,62.58644,False,6189
7452,164.967,68.67996,False,7452
8124,187.6094,41.6814,False,8124
4208,235.1417,1.063338,True,4208
7885,142.5007,53.79471,False,7885
5742,172.4567,60.16687,False,5742
9483,220.1323,67.74157,False,9483
4461,232.652,2.477662,True,4461
7871,174.9744,50.97055,False,7871
8426,129.9926,48.76309,True,8426
1269,159.994242,27.96096319,False,1269
8070,182.4676,60.24235,False,8070
754,245.145743,6.343374736,True,754
8476,162.5299,50.40492,False,8476
7444,235.1591,71.20051,True,7444
6590,142.4689,68.52821,False,6590
1019,140.00128,11.34544436,False,1019
1381,129.948316,31.10956637,False,1381
1016,220.114868,2.722310392,True,1016
6589,137.4872,61.41438,False,6589
4637,165.0182,10.97775,False,4637
2635,164.967,2.827378,True,2635
4146,137.4684,10.42248,True,4146
5388,117.4872,54.03025,False,5388
8789,127.4601,50.49273,False,8789
3133,287.6427,6.631092,True,3133
4687,149.9707,11.89464,False,4687
2356,124.9935,8.327722,False,2356
6396,127.4601,48.52168,False,6396
2118,174.9768,11.53174,True,2118
6794,262.6106,54.0886,False,6794
9326,147.4421,64.05063,False,9326
4978,265.1283,8.004483,True,4978
6512,147.4564,62.05469,False,6512
6891,149.9598,68.17457,False,6891
1520,117.439154,7.175063445,True,1520
1694,144.960655,8.758613325,False,1694
7605,187.6422,66.55543,False,7605
8236,225.132,69.54041,False,8236
7003,207.4754,58.33853,False,7003
6131,157.4698,47.65726,False,6131
8870,139.9875,37.90754,False,8870
8119,137.4392,58.08952,False,8119
9775,149.9483,71.97999,False,9775
3548,129.9621,7.138798,True,3548
9815,132.4798,60.29749,False,9815
9162,174.9755,56.37162,False,9162
9818,79.97886,61.30199,False,9818
2024,104.9781,10.47338,False,2024
2441,149.9776,6.582225,True,2441
1565,149.944668,8.245809832,False,1565
1265,147.442069,2.728247011,True,1265
8193,107.482,55.72308,False,8193
3279,137.4616,5.599131,True,3279
4027,227.4754,14.17125,False,4027
1134,147.456419,18.66406554,True,1134
49,92.488023,11.56938439,False,49
3415,230.1344,2.579229,True,3415
292,197.470195,9.640061615,False,292
5656,220.1149,57.40724,True,5656
9309,137.4686,59.03432,False,9309
5008,127.4421,63.47384,False,5008
3843,240.1149,10.03423,True,3843
2042,277.6513,11.71454,True,2042
2151,124.9781,6.03955,False,2151
8016,229.9931,66.19976,False,8016
8666,149.9845,67.91936,False,8666
6779,175.0062,44.94292,False,6779
6745,159.9642,69.47678,False,6745
7881,137.4686,70.50302,False,7881
8095,152.4884,48.87162,False,8095
4036,149.9621,5.911652,False,4036
3202,162.5007,3.83138,False,3202
8186,127.4586,55.09556,False,8186
3263,124.9607,1.532436,True,3263
5894,182.4676,66.94288,False,5894
2432,159.9794,5.802984,False,2432
9266,179.9476,58.08656,False,9266
5090,257.6375,51.31462,False,5090
9141,114.9509,66.80646,False,9141
5673,162.497,66.77188,False,5673
6583,184.9634,61.3942,False,6583
1140,167.484705,2.760208796,True,1140
1774,184.967019,10.2452503,False,1774
2145,202.6362,24.34252,True,2145
2633,127.5112,6.554584,False,2633
5892,167.4564,56.03048,False,5892
2692,184.967,3.628867,False,2692
6326,262.6106,71.36043,False,6326
1906,149.99153,6.531735637,True,1906
4511,117.472,13.36689,False,4511
2651,107.4806,6.307859,True,2651
9702,137.4684,68.32444,False,9702
1266,127.488728,7.138985437,True,1266
7556,182.4433,61.88348,False,7556
7659,157.4836,38.8517,False,7659
8330,207.6386,55.83128,False,8330
1240,167.484705,15.56696462,True,1240
9124,149.9928,59.61692,False,9124
2650,134.9509,2.888303,False,2650
6654,159.983,63.61158,False,6654
2138,255.1372,9.37017,True,2138
7133,127.4601,65.61564,False,7133
1678,179.965581,6.525380768,False,1678
1525,112.455141,2.170567319,False,1525
246,200.118516,6.307178205,False,246
3623,152.4624,3.857792,False,3623
1550,214.966286,20.17588966,False,1550
2992,265.1283,2.080255,True,2992
3192,177.4945,6.735348,True,3192
3442,114.9728,2.526565,False,3442
7104,114.9658,66.37863,False,7104
9909,139.9512,60.93141,False,9909
4929,179.9656,9.448515,False,4929
7403,172.4579,57.08875,False,7403
156,187.642236,7.983887266,True,156
9328,172.4733,44.73398,False,9328
2507,119.9568,17.82124,False,2507
1479,200.132293,3.797689495,True,1479
1150,104.97808,17.67252758,False,1150
3157,287.6427,3.589597,True,3157
3276,129.9621,1.190018,False,3276
3356,147.4564,4.767276,True,3356
3637,179.9476,10.45425,False,3637
4911,194.9581,6.135015,True,4911
994,225.131966,5.011675804,True,994
6574,139.9678,60.36626,False,6574
4932,179.9794,8.91671,False,4932
4246,172.4404,1.741247,True,4246
3891,147.4738,8.752114,False,3891
9448,137.5165,66.57294,False,9448
1592,194.988208,11.07800251,True,1592
117,275.133571,12.58298231,False,117
8407,162.4937,54.8376,False,8407
2361,220.1185,11.14615,True,2361
8776,142.4689,66.31761,False,8776
8403,159.9642,68.97498,False,8403
2758,204.9797,5.679237,True,2758
5438,172.4404,68.65945,False,5438
9508,212.6415,55.87037,False,9508
3289,92.45514,13.84669,False,3289
4918,157.4836,10.15306,True,4918
2538,104.9629,15.02441,False,2538
9584,179.9794,63.37652,False,9584
4509,139.9349,4.343093,False,4509
367,127.488728,5.25445262,False,367
4442,115.0021,21.36386,False,4442
7336,194.9768,58.77685,False,7336
9083,124.9643,70.00904,False,9083
1258,225.145743,8.255617012,True,1258
7215,202.65,69.03254,False,7215
5837,245.1612,57.44027,True,5837
4133,149.9447,14.61014,False,4133
1439,124.964303,5.682395213,False,1439
908,124.964303,7.176700824,False,908
5483,232.6228,50.33619,False,5483
4334,139.965,1.347728,False,4334
7399,255.1336,69.9263,False,7399
4779,127.4958,1.90586,False,4779
5192,147.4421,66.61075,False,5192
6078,190.127,52.36613,False,6078
6965,159.983,68.88402,False,6965
9374,172.4567,55.63584,False,9374
8247,137.4872,45.92276,False,8247
8595,187.656,65.12634,False,8595
1875,127.488728,7.827055149,False,1875
233,157.483594,16.0708543,False,233
8363,124.9607,67.88471,False,8363
3979,127.4421,9.8256,False,3979
6416,142.5007,65.91841,False,6416
5663,115.0021,68.76753,False,5663
9664,179.9476,65.85945,False,9664
5607,184.9647,59.43102,False,5607
959,142.471255,1.443775322,False,959
5990,107.482,48.95603,False,5990
108,172.456745,14.76468813,True,108
1163,207.49737,8.634921784,False,1163
4693,94.97283,2.856149,False,4693
3649,127.5067,10.86612,False,3649
6824,149.9778,68.21396,False,6824
7723,200.1323,45.80397,False,7723
5723,157.4698,61.0588,False,5723
6768,149.9598,54.46857,False,6768
9886,152.4624,67.063,False,9886
3370,104.9643,9.060745,True,3370
5711,149.9741,66.19811,False,5711
5776,184.9496,63.45489,False,5776
5112,184.9634,47.96609,False,5112
3340,235.1417,18.62057,True,3340
342,169.937833,9.475983046,False,342
199,102.474625,2.905283283,False,199
8687,139.9678,49.71999,False,8687
5013,184.967,66.89524,False,5013
9527,197.4945,64.68955,False,9527
5332,127.4601,53.77863,False,5332
9167,202.6829,50.8968,False,9167
2740,127.475,8.257765,True,2740
3381,134.9509,23.91177,False,3381
35,162.483267,5.478588204,True,35
7792,117.4686,45.91152,False,7792
220,159.947583,2.73951266,True,220
9879,127.4421,60.24089,False,9879
5681,142.4713,57.49365,False,5681
9336,159.9512,38.2827,False,9336
7915,182.4608,58.06953,False,7915
1320,172.462354,5.7018635,False,1320
4848,127.4738,4.579843,False,4848
5793,207.6094,69.68705,False,5793
4652,79.97886,10.13859,False,4652
9770,172.4885,68.90291,False,9770
4659,139.9875,4.208515,False,4659
4960,220.1615,10.90429,True,4960
9437,124.9781,66.49811,False,9437
2474,174.9768,2.464275,True,2474
53,169.944668,1.55278221,True,53
5662,159.9942,66.15315,False,5662
5108,152.4579,53.07379,False,5108
6936,159.9349,66.49134,False,6936
9133,235.1417,66.67389,False,9133
7079,94.97283,61.03116,False,7079
4411,149.9928,4.055418,False,4411
7762,172.4404,61.41766,False,7762
3851,232.6228,14.26858,True,3851
4802,235.1372,21.49074,True,4802
1572,182.460772,3.098560266,False,1572
4267,217.4725,7.218929,True,4267
3024,262.6106,7.342789,True,3024
1328,139.981577,5.173463744,False,1328
5747,235.1417,52.51777,True,5747
88,187.609354,3.76663012,True,88
9408,159.983,41.97598,False,9408
5951,149.9776,55.24695,False,5951
5599,182.4676,59.60867,False,5599
7654,182.4433,63.90452,False,7654
8791,147.4738,71.44791,False,8791
6007,82.49655,64.60955,False,6007
8873,207.6094,71.21314,False,8873
3311,265.147,7.010649,True,3311
2543,245.132,4.044209,True,2543
8683,127.482,66.07094,False,8683
2377,220.1149,9.933523,True,2377
5953,114.9509,56.53361,False,5953
9455,252.6378,57.37458,False,9455
5354,119.9897,54.60704,False,5354
1038,129.99153,2.606228436,False,1038
7852,105.011,65.64436,False,7852
6916,152.4624,60.06802,False,6916
7329,104.9923,59.49517,False,7329
3836,152.4884,22.11529,False,3836
1609,262.610632,11.21152941,True,1609
6384,210.1518,52.68582,False,6384
7743,132.4798,69.88681,False,7743
5275,182.4433,43.1183,False,5275
1584,169.944668,5.970269701,False,1584
5249,192.4705,53.91548,False,5249
2505,162.4827,5.585004,False,2505
1222,255.155493,6.862244054,True,1222
9018,117.4392,64.49231,False,9018
4761,184.9785,5.73926,True,4761
3960,245.147,10.29135,True,3960
707,172.457857,3.520675631,True,707
9445,192.4705,70.63095,False,9445
3223,192.4404,1.862828,True,3223
7560,169.9741,62.00464,False,7560
9533,117.4858,63.75865,False,9533
5289,152.4742,62.10568,False,5289
3395,194.9699,9.074838,True,3395
4840,179.9656,9.187823,False,4840
9801,232.6378,50.85505,True,9801
5838,177.4876,50.46018,False,5838
6266,182.447,63.52047,False,6266
9366,225.1457,59.13489,True,9366
7837,242.6326,65.2394,False,7837
9550,92.45514,64.67477,False,9550
2465,197.4702,3.761061,True,2465
8913,212.6557,69.01117,False,8913
6178,142.4713,60.36546,False,6178
4633,159.9349,5.924783,True,4633
698,242.610632,2.995498523,True,698
410,184.979684,3.778575882,True,410
2323,257.6375,14.98386,True,2323
3102,182.49,8.33073,False,3102
705,184.985293,19.28424826,False,705
4728,182.447,5.971951,False,4728
3952,222.6143,3.08219,True,3952
9270,147.4564,67.69779,False,9270
8141,152.4555,60.06981,False,8141
1017,117.485813,9.907505405,False,1017
9948,207.4811,64.41859,False,9948
9485,184.9496,68.30856,False,9485
4167,149.9913,18.67357,False,4167
8585,174.9744,48.73343,False,8585
9547,137.5165,37.50261,False,9547
2044,242.6143,2.051002,True,2044
5381,139.9568,45.33017,False,5381
103,169.937833,17.22596021,False,103
7114,240.1149,70.41132,False,7114
1395,242.628057,3.469955007,True,1395
8509,210.1051,64.2498,False,8509
4955,222.6281,19.52917,True,4955
2705,182.4653,2.199825,True,2705
5697,202.4433,71.4064,False,5697
821,242.61428,24.19132114,True,821
7877,172.4579,62.23238,False,7877
7838,222.65,65.31873,False,7838
4213,149.9915,7.610924,False,4213
7265,210.1518,59.3991,False,7265
2928,194.9663,1.200249,False,2928
3251,277.6375,5.875553,True,3251
9560,197.4725,65.52213,False,9560
4540,92.45514,19.84947,False,4540
8052,184.9963,68.90677,False,8052
4994,152.509,14.67731,False,4994
5780,114.9658,57.67289,False,5780
9048,207.4974,67.57013,False,9048
5253,129.9598,67.55257,False,5253
205,240.114868,17.72593456,True,205
9686,242.6281,71.44364,False,9686
9394,197.4876,63.28819,False,9394
5246,235.1372,54.91169,False,5246
5142,137.4836,63.47674,False,5142
8341,157.4698,40.78534,False,8341
4342,200.1652,15.10828,True,4342
8985,190.127,59.47664,False,8985
5023,130.0064,56.63931,False,5023
4591,202.65,4.490588,True,4591
1170,139.979239,11.47456181,False,1170
9285,162.5007,59.91013,False,9285
